contract_supplier_id,contract_id,supplier_id,supplier_role,contract_share_value,currency_code,source_id,source_file_id,source_record_id
csu_00232,con_00197,sup_0244,contractor,,,src_ted_opendata,file_ted_0096,contract:CON-0001/organisation:ORG-0003
csu_00233,con_00198,sup_0245,contractor,,,src_ted_opendata,file_ted_0099,contract:CON-0001/organisation:ORG-0003
csu_00234,con_00199,sup_0246,contractor,,,src_ted_opendata,file_ted_0101,contract:CON-0001/organisation:ORG-0004
csu_00235,con_00200,sup_0247,contractor,,,src_ted_opendata,file_ted_0104,contract:CON-0001/organisation:ORG-0005
csu_00236,con_00201,sup_0248,contractor,,,src_ted_opendata,file_ted_0106,contract:CON-0001/organisation:ORG-0003
csu_00237,con_00202,sup_0249,contractor,,,src_ted_opendata,file_ted_0107,contract:CON-0001/organisation:ORG-0003
csu_00238,con_00203,sup_0250,contractor,,,src_ted_opendata,file_ted_0108,contract:CON-0001/organisation:ORG-0005
csu_00239,con_00204,sup_0251,contractor,,,src_ted_opendata,file_ted_0109,contract:CON-0001/organisation:ORG-0004
csu_00240,con_00205,sup_0252,contractor,,,src_ted_opendata,file_ted_0111,contract:CON-0001/organisation:ORG-0006
csu_00241,con_00206,sup_0253,contractor,,,src_ted_opendata,file_ted_0112,contract:CON-0002/organisation:ORG-9000
csu_00242,con_00207,sup_0253,contractor,,,src_ted_opendata,file_ted_0112,contract:CON-0001/organisation:ORG-9000
csu_00243,con_00208,sup_0253,contractor,,,src_ted_opendata,file_ted_0112,contract:CON-0003/organisation:ORG-9000
csu_00244,con_00209,sup_0253,contractor,,,src_ted_opendata,file_ted_0112,contract:CON-0004/organisation:ORG-9000
csu_00245,con_00210,sup_0253,contractor,,,src_ted_opendata,file_ted_0112,contract:CON-0005/organisation:ORG-9000
csu_00246,con_00211,sup_0254,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0001/organisation:ORG-0003
csu_00247,con_00211,sup_0255,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0001/organisation:ORG-0004
csu_00248,con_00211,sup_0256,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0001/organisation:ORG-0005
csu_00249,con_00211,sup_0257,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0001/organisation:ORG-0006
csu_00250,con_00211,sup_0258,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0001/organisation:ORG-0007
csu_00251,con_00212,sup_0254,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0002/organisation:ORG-0003
csu_00252,con_00212,sup_0255,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0002/organisation:ORG-0004
csu_00253,con_00212,sup_0256,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0002/organisation:ORG-0005
csu_00254,con_00212,sup_0257,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0002/organisation:ORG-0006
csu_00255,con_00212,sup_0258,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0002/organisation:ORG-0007
csu_00256,con_00213,sup_0254,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0003/organisation:ORG-0003
csu_00257,con_00213,sup_0255,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0003/organisation:ORG-0004
csu_00258,con_00213,sup_0256,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0003/organisation:ORG-0005
csu_00259,con_00213,sup_0257,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0003/organisation:ORG-0006
csu_00260,con_00213,sup_0258,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0003/organisation:ORG-0007
csu_00261,con_00214,sup_0254,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0004/organisation:ORG-0003
csu_00262,con_00214,sup_0255,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0004/organisation:ORG-0004
csu_00263,con_00214,sup_0256,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0004/organisation:ORG-0005
csu_00264,con_00214,sup_0257,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0004/organisation:ORG-0006
csu_00265,con_00214,sup_0258,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0004/organisation:ORG-0007
csu_00266,con_00215,sup_0254,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0005/organisation:ORG-0003
csu_00267,con_00215,sup_0255,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0005/organisation:ORG-0004
csu_00268,con_00215,sup_0256,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0005/organisation:ORG-0005
csu_00269,con_00215,sup_0257,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0005/organisation:ORG-0006
csu_00270,con_00215,sup_0258,contractor,,,src_ted_opendata,file_ted_0114,contract:CON-0005/organisation:ORG-0007
csu_00271,con_00216,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0001/organisation:ORG-0003
csu_00272,con_00217,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0002/organisation:ORG-0003
csu_00273,con_00218,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0003/organisation:ORG-0003
csu_00274,con_00219,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0004/organisation:ORG-0003
csu_00275,con_00220,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0005/organisation:ORG-0003
csu_00276,con_00221,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0006/organisation:ORG-0003
csu_00277,con_00222,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0007/organisation:ORG-0003
csu_00278,con_00223,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0008/organisation:ORG-0003
csu_00279,con_00224,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0009/organisation:ORG-0003
csu_00280,con_00225,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0010/organisation:ORG-0003
csu_00281,con_00226,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0011/organisation:ORG-0003
csu_00282,con_00227,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0012/organisation:ORG-0003
csu_00283,con_00228,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0013/organisation:ORG-0003
csu_00284,con_00229,sup_0179,contractor,,,src_ted_opendata,file_ted_0115,contract:CON-0014/organisation:ORG-0003
csu_00285,con_00230,sup_0259,contractor,,,src_ted_opendata,file_ted_0116,contract:CON-0001/organisation:ORG-0004
csu_00286,con_00231,sup_0260,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0001/organisation:ORG-0003
csu_00287,con_00232,sup_0260,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0002/organisation:ORG-0003
csu_00288,con_00233,sup_0261,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0003/organisation:ORG-0005
csu_00289,con_00234,sup_0262,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0004/organisation:ORG-0006
csu_00290,con_00235,sup_0263,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0005/organisation:ORG-0007
csu_00291,con_00236,sup_0260,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0006/organisation:ORG-0003
csu_00292,con_00237,sup_0263,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0007/organisation:ORG-0007
csu_00293,con_00238,sup_0263,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0008/organisation:ORG-0007
csu_00294,con_00239,sup_0178,contractor,,,src_ted_opendata,file_ted_0117,contract:CON-0009/organisation:ORG-0004
csu_00295,con_00240,sup_0264,contractor,,,src_ted_opendata,file_ted_0119,contract:CON-0000/organisation:ORG-0004
csu_00296,con_00241,sup_0265,contractor,,,src_ted_opendata,file_ted_0120,contract:CON-0001/organisation:ORG-0008
csu_00297,con_00242,sup_0266,contractor,,,src_ted_opendata,file_ted_0120,contract:CON-0002/organisation:ORG-0006
csu_00298,con_00243,sup_0267,contractor,,,src_ted_opendata,file_ted_0120,contract:CON-0003/organisation:ORG-0007
csu_00299,con_00244,sup_0268,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0001/organisation:ORG-0017
csu_00300,con_00245,sup_0268,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0002/organisation:ORG-0017
csu_00301,con_00246,sup_0269,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0003/organisation:ORG-0005
csu_00302,con_00247,sup_0268,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0004/organisation:ORG-0017
csu_00303,con_00248,sup_0270,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0005/organisation:ORG-0006
csu_00304,con_00249,sup_0271,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0006/organisation:ORG-0007
csu_00305,con_00250,sup_0272,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0007/organisation:ORG-0014
csu_00306,con_00251,sup_0269,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0008/organisation:ORG-0005
csu_00307,con_00252,sup_0273,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0009/organisation:ORG-0009
csu_00308,con_00253,sup_0268,contractor,,,src_ted_opendata,file_ted_0121,contract:CON-0010/organisation:ORG-0017
csu_00309,con_00254,sup_0274,contractor,,,src_ted_opendata,file_ted_0122,contract:CON-0001/organisation:ORG-0003
csu_00310,con_00255,sup_0275,contractor,,,src_ted_opendata,file_ted_0123,contract:CON-0001/organisation:ORG-0003
csu_00311,con_00256,sup_0276,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0001/organisation:ORG-0003
csu_00312,con_00257,sup_0277,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0002/organisation:ORG-0004
csu_00313,con_00258,sup_0278,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0003/organisation:ORG-0005
csu_00314,con_00259,sup_0279,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0004/organisation:ORG-0006
csu_00315,con_00260,sup_0280,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0005/organisation:ORG-0007
csu_00316,con_00261,sup_0281,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0006/organisation:ORG-0008
csu_00317,con_00262,sup_0282,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0007/organisation:ORG-0009
csu_00318,con_00263,sup_0282,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0008/organisation:ORG-0009
csu_00319,con_00264,sup_0283,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0009/organisation:ORG-0010
csu_00320,con_00265,sup_0282,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0010/organisation:ORG-0009
csu_00321,con_00266,sup_0277,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0011/organisation:ORG-0004
csu_00322,con_00267,sup_0284,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0012/organisation:ORG-0015
csu_00323,con_00268,sup_0285,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0013/organisation:ORG-0011
csu_00324,con_00269,sup_0286,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0014/organisation:ORG-0012
csu_00325,con_00270,sup_0287,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0015/organisation:ORG-0013
csu_00326,con_00271,sup_0288,contractor,,,src_ted_opendata,file_ted_0124,contract:CON-0016/organisation:ORG-0014
csu_00327,con_00272,sup_0289,contractor,,,src_ted_opendata,file_ted_0125,contract:CON-0001/organisation:ORG-0003
csu_00328,con_00273,sup_0290,contractor,,,src_ted_opendata,file_ted_0125,contract:CON-0002/organisation:ORG-0005
csu_00329,con_00274,sup_0292,contractor,,,src_ted_opendata,file_ted_0125,contract:CON-0003/organisation:ORG-0008
csu_00330,con_00275,sup_0293,contractor,,,src_ted_opendata,file_ted_0125,contract:CON-0004/organisation:ORG-0009
csu_00331,con_00276,sup_0294,contractor,,,src_ted_opendata,file_ted_0126,contract:CON-0001/organisation:ORG-0002
csu_00332,con_00277,sup_0295,contractor,,,src_ted_opendata,file_ted_0127,contract:CON-0001/organisation:ORG-0004
csu_00333,con_00278,sup_0296,contractor,,,src_ted_opendata,file_ted_0127,contract:CON-0002/organisation:ORG-0005
csu_00334,con_00279,sup_0296,contractor,,,src_ted_opendata,file_ted_0127,contract:CON-0003/organisation:ORG-0005
csu_00335,con_00280,sup_0297,contractor,,,src_ted_opendata,file_ted_0127,contract:CON-0004/organisation:ORG-0006
csu_00336,con_00281,sup_0298,contractor,,,src_ted_opendata,file_ted_0127,contract:CON-0005/organisation:ORG-0007
csu_00337,con_00282,sup_0299,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0001/organisation:ORG-0004
csu_00338,con_00283,sup_0300,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0002/organisation:ORG-0005
csu_00339,con_00284,sup_0301,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0003/organisation:ORG-0006
csu_00340,con_00285,sup_0302,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0004/organisation:ORG-0007
csu_00341,con_00286,sup_0303,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0005/organisation:ORG-0008
csu_00342,con_00287,sup_0304,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0006/organisation:ORG-0009
csu_00343,con_00288,sup_0305,contractor,,,src_ted_opendata,file_ted_0128,contract:CON-0007/organisation:ORG-0010
csu_00344,con_00289,sup_0306,contractor,,,src_ted_opendata,file_ted_0129,contract:CON-0001/organisation:ORG-0003
csu_00345,con_00290,sup_0307,contractor,,,src_ted_opendata,file_ted_0130,contract:CON-0001/organisation:ORG-0005
csu_00346,con_00290,sup_0308,contractor,,,src_ted_opendata,file_ted_0130,contract:CON-0001/organisation:ORG-0006
csu_00347,con_00290,sup_0309,contractor,,,src_ted_opendata,file_ted_0130,contract:CON-0001/organisation:ORG-0007
csu_00348,con_00291,sup_0310,contractor,,,src_ted_opendata,file_ted_0131,contract:CON-0001/organisation:ORG-0003
csu_00349,con_00292,sup_0311,contractor,,,src_ted_opendata,file_ted_0131,contract:CON-0002/organisation:ORG-0004
csu_00350,con_00293,sup_0312,contractor,,,src_ted_opendata,file_ted_0132,contract:CON-0001/organisation:ORG-0003
csu_00351,con_00294,sup_0314,contractor,,,src_ted_opendata,file_ted_0133,contract:CON-0001/organisation:ORG-0004
csu_00352,con_00295,sup_0315,contractor,,,src_ted_opendata,file_ted_0134,contract:CON-0001/organisation:ORG-9000
csu_00353,con_00296,sup_0316,contractor,,,src_ted_opendata,file_ted_0135,contract:CON-0002/organisation:ORG-0006
csu_00354,con_00297,sup_0317,contractor,,,src_ted_opendata,file_ted_0135,contract:CON-0003/organisation:ORG-0004
csu_00355,con_00298,sup_0318,contractor,,,src_ted_opendata,file_ted_0135,contract:CON-0005/organisation:ORG-0005
csu_00356,con_00299,sup_0319,contractor,,,src_ted_opendata,file_ted_0137,contract:CON-0001/organisation:ORG-0005
csu_00357,con_00300,sup_0320,contractor,,,src_ted_opendata,file_ted_0138,contract:CON-0001/organisation:ORG-0005
csu_00358,con_00301,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0001/organisation:ORG-0002
csu_00359,con_00302,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0002/organisation:ORG-0002
csu_00360,con_00303,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0003/organisation:ORG-0002
csu_00361,con_00304,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0004/organisation:ORG-0002
csu_00362,con_00305,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0005/organisation:ORG-0002
csu_00363,con_00306,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0006/organisation:ORG-0002
csu_00364,con_00307,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0007/organisation:ORG-0002
csu_00365,con_00308,sup_0321,contractor,,,src_ted_opendata,file_ted_0139,contract:CON-0008/organisation:ORG-0002
csu_00366,con_00309,sup_0322,contractor,,,src_ted_opendata,file_ted_0140,contract:CON-0001/organisation:ORG-0003
csu_00367,con_00310,sup_0323,contractor,,,src_ted_opendata,file_ted_0141,contract:CON-0001/organisation:ORG-0005
csu_00368,con_00311,sup_0275,contractor,,,src_ted_opendata,file_ted_0142,contract:CON-0001/organisation:ORG-0003
csu_00369,con_00312,sup_0324,contractor,,,src_ted_opendata,file_ted_0144,contract:CON-0001/organisation:ORG-0003
csu_00370,con_00313,sup_0184,contractor,,,src_ted_opendata,file_ted_0145,contract:CON-0001/organisation:ORG-9002
csu_00371,con_00314,sup_0325,contractor,,,src_ted_opendata,file_ted_0145,contract:CON-0002/organisation:ORG-9004
csu_00372,con_00315,sup_0326,contractor,,,src_ted_opendata,file_ted_0145,contract:CON-0003/organisation:ORG-9001
csu_00373,con_00316,sup_0189,contractor,,,src_ted_opendata,file_ted_0145,contract:CON-0004/organisation:ORG-9003
csu_00374,con_00317,sup_0327,contractor,,,src_ted_opendata,file_ted_0145,contract:CON-0005/organisation:ORG-9000
csu_00375,con_00318,sup_0275,contractor,,,src_ted_opendata,file_ted_0146,contract:CON-0001/organisation:ORG-0003
csu_00376,con_00319,sup_0328,contractor,,,src_ted_opendata,file_ted_0147,contract:CON-0001/organisation:ORG-0003
csu_00377,con_00320,sup_0329,contractor,,,src_ted_opendata,file_ted_0148,contract:CON-0001/organisation:ORG-0003
csu_00378,con_00321,sup_0330,contractor,,,src_ted_opendata,file_ted_0149,contract:CON-0001/organisation:ORG-0003
csu_00379,con_00322,sup_0331,contractor,,,src_ted_opendata,file_ted_0150,contract:CON-0001/organisation:ORG-0003
csu_00380,con_00323,sup_0332,contractor,,,src_ted_opendata,file_ted_0150,contract:CON-0002/organisation:ORG-0004
csu_00381,con_00324,sup_0333,contractor,,,src_ted_opendata,file_ted_0151,contract:CON-0001/organisation:ORG-0003
csu_00382,con_00325,sup_0334,contractor,,,src_ted_opendata,file_ted_0152,contract:CON-0001/organisation:ORG-0002
csu_00383,con_00326,sup_0335,contractor,,,src_ted_opendata,file_ted_0152,contract:CON-0002/organisation:ORG-0003
csu_00384,con_00327,sup_0336,contractor,,,src_ted_opendata,file_ted_0152,contract:CON-0003/organisation:ORG-0004
csu_00385,con_00329,sup_0337,contractor,,,src_ted_opendata,file_ted_0154,contract:CON-0001/organisation:ORG-0006
csu_00386,con_00329,sup_0338,contractor,,,src_ted_opendata,file_ted_0154,contract:CON-0001/organisation:ORG-0007
csu_00387,con_00330,sup_0339,contractor,,,src_ted_opendata,file_ted_0155,contract:CON-0001/organisation:ORG-0004
csu_00388,con_00332,sup_0340,contractor,,,src_ted_opendata,file_ted_0157,contract:CON-0001/organisation:ORG-0004
csu_00389,con_00332,sup_0341,contractor,,,src_ted_opendata,file_ted_0157,contract:CON-0001/organisation:ORG-0005
csu_00390,con_00332,sup_0342,contractor,,,src_ted_opendata,file_ted_0157,contract:CON-0001/organisation:ORG-0006
csu_00391,con_00333,sup_0343,contractor,,,src_ted_opendata,file_ted_0158,contract:CON-0001/organisation:ORG-0002
csu_00392,con_00334,sup_0344,contractor,,,src_ted_opendata,file_ted_0159,contract:CON-0001/organisation:ORG-9000
csu_00393,con_00334,sup_0345,contractor,,,src_ted_opendata,file_ted_0159,contract:CON-0001/organisation:ORG-9001
csu_00394,con_00335,sup_0346,contractor,,,src_ted_opendata,file_ted_0160,contract:CON-0000/organisation:ORG-0003
csu_00395,con_00336,sup_0347,contractor,,,src_ted_opendata,file_ted_0161,contract:CON-0001/organisation:ORG-0003
csu_00396,con_00337,sup_0349,contractor,,,src_ted_opendata,file_ted_0163,contract:CON-0001/organisation:ORG-0003
csu_00397,con_00338,sup_0349,contractor,,,src_ted_opendata,file_ted_0163,contract:CON-0002/organisation:ORG-0003
csu_00398,con_00339,sup_0350,contractor,,,src_ted_opendata,file_ted_0163,contract:CON-0003/organisation:ORG-0004
csu_00399,con_00340,sup_0350,contractor,,,src_ted_opendata,file_ted_0163,contract:CON-0004/organisation:ORG-0004
csu_00400,con_00341,sup_0351,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0001/organisation:ORG-0003
csu_00401,con_00342,sup_0351,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0002/organisation:ORG-0003
csu_00402,con_00343,sup_0352,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0003/organisation:ORG-0004
csu_00403,con_00344,sup_0353,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0004/organisation:ORG-0005
csu_00404,con_00345,sup_0354,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0005/organisation:ORG-0006
csu_00405,con_00346,sup_0355,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0006/organisation:ORG-0007
csu_00406,con_00347,sup_0356,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0007/organisation:ORG-0008
csu_00407,con_00348,sup_0354,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0008/organisation:ORG-0006
csu_00408,con_00349,sup_0357,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0009/organisation:ORG-0009
csu_00409,con_00350,sup_0358,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0010/organisation:ORG-0010
csu_00410,con_00351,sup_0359,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0011/organisation:ORG-0011
csu_00411,con_00352,sup_0357,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0012/organisation:ORG-0009
csu_00412,con_00353,sup_0358,contractor,,,src_ted_opendata,file_ted_0164,contract:CON-0013/organisation:ORG-0010
csu_00413,con_00354,sup_0360,contractor,,,src_ted_opendata,file_ted_0166,contract:CON-0001/organisation:ORG-0003
csu_00414,con_00355,sup_0361,contractor,,,src_ted_opendata,file_ted_0167,contract:CON-0001/organisation:ORG-0005
csu_00415,con_00356,sup_0331,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0001/organisation:ORG-0015
csu_00416,con_00357,sup_0362,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0002/organisation:ORG-0007
csu_00417,con_00358,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0003/organisation:ORG-0003
csu_00418,con_00359,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0004/organisation:ORG-0003
csu_00419,con_00360,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0005/organisation:ORG-0003
csu_00420,con_00361,sup_0331,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0006/organisation:ORG-0015
csu_00421,con_00362,sup_0179,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0007/organisation:ORG-0014
csu_00422,con_00363,sup_0363,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0008/organisation:ORG-0012
csu_00423,con_00364,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0009/organisation:ORG-0003
csu_00424,con_00365,sup_0364,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0010/organisation:ORG-0008
csu_00425,con_00366,sup_0124,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0011/organisation:ORG-0009
csu_00426,con_00367,sup_0365,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0012/organisation:ORG-0004
csu_00427,con_00368,sup_0179,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0013/organisation:ORG-0014
csu_00428,con_00369,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0014/organisation:ORG-0003
csu_00429,con_00370,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0015/organisation:ORG-0003
csu_00430,con_00371,sup_0179,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0016/organisation:ORG-0014
csu_00431,con_00372,sup_0364,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0017/organisation:ORG-0008
csu_00432,con_00373,sup_0331,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0018/organisation:ORG-0015
csu_00433,con_00374,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0019/organisation:ORG-0003
csu_00434,con_00375,sup_0331,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0020/organisation:ORG-0015
csu_00435,con_00376,sup_0124,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0021/organisation:ORG-0009
csu_00436,con_00377,sup_0331,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0022/organisation:ORG-0015
csu_00437,con_00378,sup_0366,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0023/organisation:ORG-0011
csu_00438,con_00379,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0024/organisation:ORG-0003
csu_00439,con_00380,sup_0178,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0025/organisation:ORG-0010
csu_00440,con_00381,sup_0367,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0026/organisation:ORG-0013
csu_00441,con_00382,sup_0179,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0027/organisation:ORG-0014
csu_00442,con_00383,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0028/organisation:ORG-0003
csu_00443,con_00384,sup_0332,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0029/organisation:ORG-0003
csu_00444,con_00385,sup_0368,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0030/organisation:ORG-0006
csu_00445,con_00386,sup_0369,contractor,,,src_ted_opendata,file_ted_0168,contract:CON-0031/organisation:ORG-0005
csu_00446,con_00387,sup_0370,contractor,,,src_ted_opendata,file_ted_0169,contract:CON-0001/organisation:ORG-0002
csu_00447,con_00388,sup_0371,contractor,,,src_ted_opendata,file_ted_0169,contract:CON-0002/organisation:ORG-0003
csu_00448,con_00389,sup_0371,contractor,,,src_ted_opendata,file_ted_0169,contract:CON-0003/organisation:ORG-0004
csu_00449,con_00390,sup_0372,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0029/organisation:ORG-9008
csu_00450,con_00391,sup_0373,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0027/organisation:ORG-9000
csu_00451,con_00392,sup_0374,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0025/organisation:ORG-9007
csu_00452,con_00393,sup_0375,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0019/organisation:ORG-9005
csu_00453,con_00394,sup_0376,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0020/organisation:ORG-9004
csu_00454,con_00395,sup_0377,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0021/organisation:ORG-9009
csu_00455,con_00396,sup_0376,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0022/organisation:ORG-9004
csu_00456,con_00397,sup_0372,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0023/organisation:ORG-9008
csu_00457,con_00398,sup_0373,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0016/organisation:ORG-9000
csu_00458,con_00399,sup_0373,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0017/organisation:ORG-9000
csu_00459,con_00400,sup_0374,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0018/organisation:ORG-9007
csu_00460,con_00401,sup_0373,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0014/organisation:ORG-9000
csu_00461,con_00401,sup_0378,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0014/organisation:ORG-9001
csu_00462,con_00402,sup_0373,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0015/organisation:ORG-9000
csu_00463,con_00402,sup_0378,contractor,,,src_ted_opendata,file_ted_0170,contract:CON-0015/organisation:ORG-9001
