supplier_id,source_supplier_id,supplier_name,normalized_name,country_code,country_name,supplier_type,supplier_status,source_id,source_file_id,source_record_id,collected_at
sup_0177,202668908,СИНЕРГОН ЕНЕРДЖИ ООД,синергон енерджи оод,BGR,,sme,,src_ted_opendata,file_ted_0039,organisation:ORG-0003,2026-08-19
sup_0178,8790017162,NEUCA S.A.,neuca s.a.,POL,,,,src_ted_opendata,file_ted_0040,organisation:ORG-0003,2026-08-19
sup_0179,5252409576,Farmacol-Logistyka Sp. z o.o.,farmacol-logistyka sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0040,organisation:ORG-0004,2026-08-19
sup_0180,A48265169,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,banco bilbao vizcaya argentaria s.a.,ESP,,large,,src_ted_opendata,file_ted_0041,organisation:ORG-0002,2026-08-19
sup_0181,A95653077,KUTXABANK S.A.,kutxabank s.a.,ESP,,large,,src_ted_opendata,file_ted_0041,organisation:ORG-0003,2026-08-19
sup_0182,804 984 565 00080,ABILIS LOGISTIQUE SAS,abilis logistique sas,FRA,,,,src_ted_opendata,file_ted_0042,organisation:ORG-0003,2026-08-19
sup_0183,528 423 239 00029,AU GROS BONHOMME,au gros bonhomme,FRA,,,,src_ted_opendata,file_ted_0042,organisation:ORG-0004,2026-08-19
sup_0184,RO 2092175,LECONFEX,leconfex,ROU,,medium,,src_ted_opendata,file_ted_0043,organisation:ORG-9000,2026-08-19
sup_0185,RO 6906101,ROMFULDA PROD,romfulda prod,ROU,,medium,,src_ted_opendata,file_ted_0043,organisation:ORG-9005,2026-08-19
sup_0186,RO 23067689,VICONSIT S.R.L.,viconsit s.r.l.,ROU,,small,,src_ted_opendata,file_ted_0043,organisation:ORG-9001,2026-08-19
sup_0187,RO 6753822,ELDI BRUTARIA S.R.L.,eldi brutaria s.r.l.,ROU,,medium,,src_ted_opendata,file_ted_0043,organisation:ORG-9004,2026-08-19
sup_0188,RO 5994229,COPANEX S.R.L.,copanex s.r.l.,ROU,,medium,,src_ted_opendata,file_ted_0043,organisation:ORG-9003,2026-08-19
sup_0189,RO23455761,AMARIEI G. PETRU,amariei g. petru,ROU,,small,,src_ted_opendata,file_ted_0043,organisation:ORG-9002,2026-08-19
sup_0190,NIP: 5540232610,Drager Polska Sp. z o.o.,drager polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0044,organisation:ORG-0004,2026-08-19
sup_0191,A15474281,R CABLE Y TELECABLE TELECOMUNICACIONES S.A.U.,r cable y telecable telecomunicaciones s.a.u.,ESP,,large,,src_ted_opendata,file_ted_0045,organisation:ORG-0002,2026-08-19
sup_0192,OFFER001,ΑΝΑΣΤΑΣΙΟΣ ΔΙΓΚΑΣ Ε.Ε. ΕΙΣΑΓΩΓΗ & ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ,αναστασιοσ διγκασ ε.ε. εισαγωγη & εμπορια ιατρικων,GRC,,,,src_ted_opendata,file_ted_0046,organisation:ORG-0006,2026-08-19
sup_0193,7280132515,Remondis Sp. z o.o.,remondis sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0047,organisation:ORG-0004,2026-08-19
sup_0194,7750000516,PreZero Service Centrum Sp. z o.o.,prezero service centrum sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0047,organisation:ORG-0005,2026-08-19
sup_0195,05032630963,Allianz Società per Azioni,allianz società per azioni,ITA,,,,src_ted_opendata,file_ted_0048,organisation:ORG-0004,2026-08-19
sup_0196,DE239172844,ajco solutions GmbH,ajco solutions gmbh,DEU,,small,,src_ted_opendata,file_ted_0051,organisation:ORG-0004,2026-08-19
sup_0197,22678898213,Bear-Impex Hungary Korlátolt Felelősségű Társaság,bear-impex hungary korlátolt felelősségű társaság,HUN,,micro,,src_ted_opendata,file_ted_0052,organisation:ORG-0005,2026-08-19
sup_0198,10248793241,Spark Promotions Kereskedelmi Szolgáltató Korlátolt Felelősségű Társaság,spark promotions kereskedelmi szolgáltató korlátolt felelősségű társaság,HUN,,small,,src_ted_opendata,file_ted_0052,organisation:ORG-0006,2026-08-19
sup_0199,104707g,Lambert Hofer 1862 GmbH,lambert hofer 1862 gmbh,AUT,,,,src_ted_opendata,file_ted_0053,organisation:ORG-1001,2026-08-19
sup_0200,000504249,Bank Spółdzielczy w Brzegu,bank spółdzielczy w brzegu,POL,,,,src_ted_opendata,file_ted_0054,organisation:ORG-0006,2026-08-19
sup_0201,500676020,"SOCARTO – SOCIEDADE DE LEVANTAMENTOS TOPO-CARTOGRÁFICOS, LDA","socarto – sociedade de levantamentos topo-cartográficos, lda",PRT,,,,src_ted_opendata,file_ted_0056,organisation:ORG-0003,2026-08-19
sup_0202,0448825928,DISTRAC NV,distrac nv,BEL,,,,src_ted_opendata,file_ted_0057,organisation:ORG-0005,2026-08-19
sup_0203,BE 0415.873.840,HAELVOET nv,haelvoet nv,BEL,,,,src_ted_opendata,file_ted_0057,organisation:ORG-0006,2026-08-19
sup_0204,NIP 6181002068,PPH POLARIS MAŁGORZATA GRUSZCZYŃSKA,pph polaris małgorzata gruszczyńska,POL,,,,src_ted_opendata,file_ted_0058,organisation:ORG-0005,2026-08-19
sup_0205,B08914830,Grant Thornton SLP,grant thornton slp,ESP,,large,,src_ted_opendata,file_ted_0059,organisation:ORG-0002,2026-08-19
sup_0206,000498483,Bank Spółdzielczy w Bytowie,bank spółdzielczy w bytowie,POL,,,,src_ted_opendata,file_ted_0060,organisation:ORG-0003,2026-08-19
sup_0207,11696948205,TÁLLYA-PÉK Élelmiszeripari és Kereskedelmi Korlátolt Felelősségű Társaság,tállya-pék élelmiszeripari és kereskedelmi korlátolt felelősségű társaság,HUN,,small,,src_ted_opendata,file_ted_0061,organisation:ORG-0005,2026-08-19
sup_0208,11471375,Fruit Xpress OÜ,fruit xpress oü,EST,,,,src_ted_opendata,file_ted_0062,organisation:ORG-0004,2026-08-19
sup_0209,10201515,Osaühing AKELAKS,osaühing akelaks,EST,,,,src_ted_opendata,file_ted_0062,organisation:ORG-0005,2026-08-19
sup_0210,33487372602490,PROXISERVE,proxiserve,FRA,,,,src_ted_opendata,file_ted_0064,organisation:ORG-0003,2026-08-19
sup_0211,513356924,"Goon Services, Unipessoal Lda.","goon services, unipessoal lda.",PRT,,,,src_ted_opendata,file_ted_0065,organisation:ORG-0002,2026-08-19
sup_0212,6412552048,BEL-MED Indywidualna Praktyka Pielęgniarska Beata Langer,bel-med indywidualna praktyka pielęgniarska beata langer,POL,,,,src_ted_opendata,file_ted_0066,organisation:ORG-0006,2026-08-19
sup_0213,5250007313,Poczta Polska S.A,poczta polska s.a,POL,,,,src_ted_opendata,file_ted_0067,organisation:ORG-0003,2026-08-19
sup_0214,6482730408,WC SERWIS POLSKA Sp. z o.o,wc serwis polska sp. z o.o,POL,,,,src_ted_opendata,file_ted_0068,organisation:ORG-0003,2026-08-19
sup_0215,112e1e3b-925c-4c3a-8d6f-a937b89ce24b,enercity AG,enercity ag,DEU,,medium,,src_ted_opendata,file_ted_0069,organisation:ORG-0004,2026-08-19
sup_0216,094029552,«UNISYSTEMS ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ – OFFICE LINE AE»,«unisystems συστηματα πληροφορικησ ανωνυμη εμπορικη εταιρεια – office line ae»,GRC,,,,src_ted_opendata,file_ted_0070,organisation:ORG-0003,2026-08-19
sup_0217,31491182700025,IMPRIMERIE POLLINA,imprimerie pollina,FRA,,,,src_ted_opendata,file_ted_0071,organisation:ORG-0003,2026-08-19
sup_0218,25457712630,DUKAT d.d.,dukat d.d.,HRV,,large,,src_ted_opendata,file_ted_0072,organisation:ORG-0005,2026-08-19
sup_0219,44138062462,VINDIJA d.d. Varaždin,vindija d.d. varaždin,HRV,,large,,src_ted_opendata,file_ted_0072,organisation:ORG-0004,2026-08-19
sup_0220,0404312034,O.C.B. VZW,o.c.b. vzw,BEL,,,,src_ted_opendata,file_ted_0073,organisation:ORG-0005,2026-08-19
sup_0221,59099072700018,Fournil des saveurs,fournil des saveurs,FRA,,,,src_ted_opendata,file_ted_0074,organisation:ORG-0004,2026-08-19
sup_0222,30198326800014,Ménissez SAS,ménissez sas,FRA,,,,src_ted_opendata,file_ted_0074,organisation:ORG-0005,2026-08-19
sup_0223,81789860400019,Panifrais SAS,panifrais sas,FRA,,,,src_ted_opendata,file_ted_0074,organisation:ORG-0006,2026-08-19
sup_0224,90193696300015,SARL Upane,sarl upane,FRA,,,,src_ted_opendata,file_ted_0074,organisation:ORG-0007,2026-08-19
sup_0225,NIP: 5423371551,BWS Sp. z o.o.,bws sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0076,organisation:ORG-0003,2026-08-19
sup_0226,30119280300759,SOGEDO - Société de Gérance et de Distribution d'Eau - SAS,sogedo - société de gérance et de distribution d'eau - sas,FRA,,,,src_ted_opendata,file_ted_0078,organisation:ORG-0003,2026-08-19
sup_0227,41003460704021,SUEZ EAU France,suez eau france,FRA,,,,src_ted_opendata,file_ted_0078,organisation:ORG-0004,2026-08-19
sup_0228,16130213,Enefit AS,enefit as,EST,,,,src_ted_opendata,file_ted_0079,organisation:ORG-0004,2026-08-19
sup_0229,USTID. DE813846179,VDI Technologiezentrum GmbH,vdi technologiezentrum gmbh,DEU,,large,,src_ted_opendata,file_ted_0080,organisation:ORG-0002,2026-08-19
sup_0230,82922038300022,EDITIONS KIRO (MANDATAIRE),editions kiro (mandataire),FRA,,,,src_ted_opendata,file_ted_0082,organisation:ORG-0003,2026-08-19
sup_0231,40775375500021,IMPRIMERIE MARIE (COTRAITANT),imprimerie marie (cotraitant),FRA,,,,src_ted_opendata,file_ted_0082,organisation:ORG-0006,2026-08-19
sup_0232,08333781006,ZOWART,zowart,ITA,,,,src_ted_opendata,file_ted_0083,organisation:ORG-0004,2026-08-19
sup_0233,0422.029.182,BOMA SA,boma sa,BEL,,,,src_ted_opendata,file_ted_0084,organisation:ORG-0004,2026-08-19
sup_0234,350171831,Assurances Sécurité,assurances sécurité,FRA,,,,src_ted_opendata,file_ted_0085,organisation:ORG-0003,2026-08-19
sup_0235,722 057 460 01971,AXA France,axa france,FRA,,,,src_ted_opendata,file_ted_0085,organisation:ORG-0004,2026-08-19
sup_0236,5272359947,Bruno Tassi Sp. z o.o.,bruno tassi sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0086,organisation:ORG-0003,2026-08-19
sup_0237,204506805,ТРАНСКОМ СП ЕООД,транском сп еоод,BGR,,sme,,src_ted_opendata,file_ted_0087,organisation:ORG-0003,2026-08-19
sup_0238,130469816,ЕЛТА 90М ООД,елта 90м оод,BGR,,sme,,src_ted_opendata,file_ted_0089,organisation:ORG-0003,2026-08-19
sup_0239,DE813285310,Strabag Property and Facility Services GmbH,strabag property and facility services gmbh,DEU,,large,,src_ted_opendata,file_ted_0090,organisation:ORG-0002,2026-08-19
sup_0240,8420003251,Przedsiębiorstwo Komunikacji Samochodowej w Bytowie Spółka Akcyjna,przedsiębiorstwo komunikacji samochodowej w bytowie spółka akcyjna,POL,,,,src_ted_opendata,file_ted_0091,organisation:ORG-0003,2026-08-19
sup_0241,016038355,Altium International Sp. z o.o.,altium international sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0092,organisation:ORG-0006,2026-08-19
sup_0242,1425595-1-0-1,ITEM ETUDES ET CONSEIL,item etudes et conseil,FRA,,sme,,src_ted_opendata,file_ted_0093,organisation:ORG-0005,2026-08-19
sup_0243,e5c56a2d-1ab0-4b67-b425-8ce5944caac4,DE_AXA Versicherungen AG,de_axa versicherungen ag,CHE,,large,,src_ted_opendata,file_ted_0094,organisation:ORG-0010,2026-08-19
sup_0244,5272676062,FBSerwis S.A.,fbserwis s.a.,POL,,,,src_ted_opendata,file_ted_0096,organisation:ORG-0003,2026-08-19
sup_0245,31322832,"SLOVNAFT, a.s.","slovnaft, a.s.",SVK,,large,,src_ted_opendata,file_ted_0099,organisation:ORG-0003,2026-08-19
sup_0246,2127363-0,Certego Oy,certego oy,FIN,,,,src_ted_opendata,file_ted_0101,organisation:ORG-0004,2026-08-19
sup_0247,1538174-1-0-1,EXTINCTEURS MARERIEL INCENDIE SECURITE,extincteurs mareriel incendie securite,FRA,,large,,src_ted_opendata,file_ted_0104,organisation:ORG-0005,2026-08-19
sup_0248,45147647,CROY s.r.o.,croy s.r.o.,CZE,,sme,,src_ted_opendata,file_ted_0106,organisation:ORG-0003,2026-08-19
sup_0249,NIP: 5170301826,Firma Cateringowa SOWRAD Konrad Sowa,firma cateringowa sowrad konrad sowa,POL,,,,src_ted_opendata,file_ted_0107,organisation:ORG-0003,2026-08-19
sup_0250,1520713-1-0-1,CNP ASSURANCES,cnp assurances,FRA,,large,,src_ted_opendata,file_ted_0108,organisation:ORG-0005,2026-08-19
sup_0251,6511736515,"konsorcjum: Kłosok sp. z o.o. spółka komandytowa, Jutrans sp. z o.o.","konsorcjum: kłosok sp. z o.o. spółka komandytowa, jutrans sp. z o.o.",POL,,,,src_ted_opendata,file_ted_0109,organisation:ORG-0004,2026-08-19
sup_0252,1513058-1-0-1,AVIPUR,avipur,FRA,,sme,,src_ted_opendata,file_ted_0111,organisation:ORG-0006,2026-08-19
sup_0253,RO 29805718,NOVA TECH MED,nova tech med,ROU,,medium,,src_ted_opendata,file_ted_0112,organisation:ORG-9000,2026-08-19
sup_0254,7880008829,Aesculap Chifa Sp. z o.o.,aesculap chifa sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0114,organisation:ORG-0003,2026-08-19
sup_0255,6312655205,Karl Storz Polska Sp. z o.o.,karl storz polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0114,organisation:ORG-0004,2026-08-19
sup_0256,7010330145,Arthrex Polska Sp. z o.o.,arthrex polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0114,organisation:ORG-0005,2026-08-19
sup_0257,5262825537,Smith & Nephew Sp. z o.o.,smith & nephew sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0114,organisation:ORG-0006,2026-08-19
sup_0258,526725072,Mac`s Medical Sp. z o.o.,mac`s medical sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0114,organisation:ORG-0007,2026-08-19
sup_0259,5561715064,LUCYNA TOMICKA USŁUGI PIELĘGNIARSKIE,lucyna tomicka usługi pielęgniarskie,POL,,,,src_ted_opendata,file_ted_0116,organisation:ORG-0004,2026-08-19
sup_0260,5222665719,Janssen-Cilag Polska Sp. z o.o.,janssen-cilag polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0117,organisation:ORG-0003,2026-08-19
sup_0261,5220103756,PROFARM PS SP. Z O.O.,profarm ps sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0117,organisation:ORG-0005,2026-08-19
sup_0262,1131828467,ASTELLAS PHARMA SP. Z O.O.,astellas pharma sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0117,organisation:ORG-0006,2026-08-19
sup_0263,5252515835,Abbvie Sp. z o.o.,abbvie sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0117,organisation:ORG-0007,2026-08-19
sup_0264,62815184072,JASIKA d.o.o.,jasika d.o.o.,HRV,,medium,,src_ted_opendata,file_ted_0119,organisation:ORG-0004,2026-08-19
sup_0265,547-02-06-285,Towarzystwo Ubezpieczeń INTER Polska S.A.,towarzystwo ubezpieczeń inter polska s.a.,POL,,,,src_ted_opendata,file_ted_0120,organisation:ORG-0008,2026-08-19
sup_0266,526-025-10-49,Powszechny Zakład Ubezpieczeń Spółka Akcyjna,powszechny zakład ubezpieczeń spółka akcyjna,POL,,,,src_ted_opendata,file_ted_0120,organisation:ORG-0006,2026-08-19
sup_0267,1070006155,UNIQA TOWARZYSTWO UBEZPIECZEŃ S.A.,uniqa towarzystwo ubezpieczeń s.a.,POL,,,,src_ted_opendata,file_ted_0120,organisation:ORG-0007,2026-08-19
sup_0268,2220892160,LEMAR ELECTRIC Sp. z o.o.,lemar electric sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0121,organisation:ORG-0017,2026-08-19
sup_0269,6340134429,MAS Sp. z o.o.,mas sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0121,organisation:ORG-0005,2026-08-19
sup_0270,6470508638,Przedsiębiorstwo Handlowo-Produkcyjno-Usługowe IZOL-PLAST Sp. z o.o.,przedsiębiorstwo handlowo-produkcyjno-usługowe izol-plast sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0121,organisation:ORG-0006,2026-08-19
sup_0271,9570017373,ROGUM KABLE Sp. z o.o.,rogum kable sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0121,organisation:ORG-0007,2026-08-19
sup_0272,6252299929,TELE-FONIKA KABLE S.A.,tele-fonika kable s.a.,POL,,,,src_ted_opendata,file_ted_0121,organisation:ORG-0014,2026-08-19
sup_0273,7961017465,KOVA-TEX Gabryś i Wspólnicy Sp. j.,kova-tex gabryś i wspólnicy sp. j.,POL,,,,src_ted_opendata,file_ted_0121,organisation:ORG-0009,2026-08-19
sup_0274,204172914,ЕЛ БИ ЕКСПЕРТ ЕООД,ел би експерт еоод,BGR,,sme,,src_ted_opendata,file_ted_0122,organisation:ORG-0003,2026-08-19
sup_0275,31380999,"UNIMEDIA, s.r.o.","unimedia, s.r.o.",SVK,,medium,,src_ted_opendata,file_ted_0123,organisation:ORG-0003,2026-08-19
sup_0276,011206233,Medtronic Poland Sp. z o.o.,medtronic poland sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0003,2026-08-19
sup_0277,790003564,Bialmed Sp. z o. o,bialmed sp. z o. o,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0004,2026-08-19
sup_0278,012401907,Boston Scientific Polska Sp. z o.o.,boston scientific polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0005,2026-08-19
sup_0279,141354556,Xanthus Viomedical Sp. z o.o.,xanthus viomedical sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0006,2026-08-19
sup_0280,142972865,Artivion Polska sp. z o.o.,artivion polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0007,2026-08-19
sup_0281,340769059,Promedica Toruń Sp. z o.o.,promedica toruń sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0008,2026-08-19
sup_0282,017397116,BERYL MED POLAND Sp. z o. o.,beryl med poland sp. z o. o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0009,2026-08-19
sup_0283,730920652,Baxter Polska Sp. z o.o.,baxter polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0010,2026-08-19
sup_0284,142789010,LivaNova Poland Sp. z o.o.,livanova poland sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0015,2026-08-19
sup_0285,012328754,Getinge Polska Sp. z o.o.,getinge polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0011,2026-08-19
sup_0286,382541145,CYTOSORBENTS POLAND sp. z o. o.,cytosorbents poland sp. z o. o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0012,2026-08-19
sup_0287,012731970,Abbott Medical Sp. z o. o.,abbott medical sp. z o. o.,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0013,2026-08-19
sup_0288,273295877,ZARYS International Group spółka z ograniczoną odpowiedzialnością spółka komandytowa,zarys international group spółka z ograniczoną odpowiedzialnością spółka komandytowa,POL,,,,src_ted_opendata,file_ted_0124,organisation:ORG-0014,2026-08-19
sup_0289,12567962206,T-TECH 2000 Biztonságtechnikai és Vagyonvédelmi Korlátolt Felelősségű Társaság,t-tech 2000 biztonságtechnikai és vagyonvédelmi korlátolt felelősségű társaság,HUN,,micro,,src_ted_opendata,file_ted_0125,organisation:ORG-0003,2026-08-19
sup_0290,11451077241,Pentolt Tűzvédelmi és Biztonságtechnikai Kft.,pentolt tűzvédelmi és biztonságtechnikai kft.,HUN,,small,,src_ted_opendata,file_ted_0125,organisation:ORG-0005,2026-08-19
sup_0291,10863781108,ZRÍNYI Tűz- és Robbanásvédelmi Kft.,zrínyi tűz- és robbanásvédelmi kft.,HUN,,,,src_ted_opendata,file_ted_0125,organisation:ORG-0007,2026-08-19
sup_0292,25730261242,BGS Immo Kft.,bgs immo kft.,HUN,,micro,,src_ted_opendata,file_ted_0125,organisation:ORG-0008,2026-08-19
sup_0293,12147863243,Schrack Seconet Biztonságtechnikai Kft.,schrack seconet biztonságtechnikai kft.,HUN,,medium,,src_ted_opendata,file_ted_0125,organisation:ORG-0009,2026-08-19
sup_0294,34153981500025,PARIS NORD ASSURANCE SERVICES,paris nord assurance services,FRA,,,,src_ted_opendata,file_ted_0126,organisation:ORG-0002,2026-08-19
sup_0295,34153981400025,PNAS,pnas,FRA,,,,src_ted_opendata,file_ted_0127,organisation:ORG-0004,2026-08-19
sup_0296,83381722400029,SMACL,smacl,FRA,,,,src_ted_opendata,file_ted_0127,organisation:ORG-0005,2026-08-19
sup_0297,31124863700796,WILLIS TOWERS WATSON,willis towers watson,FRA,,,,src_ted_opendata,file_ted_0127,organisation:ORG-0006,2026-08-19
sup_0298,81866077100028,ACL COURTAGE,acl courtage,FRA,,,,src_ted_opendata,file_ted_0127,organisation:ORG-0007,2026-08-19
sup_0299,1510895-1-1-1,SOCOTEC EQUIPEMENTS,socotec equipements,FRA,,large,,src_ted_opendata,file_ted_0128,organisation:ORG-0004,2026-08-19
sup_0300,1510895-1-2-1,SOCOTEC EQUIPEMENTS,socotec equipements,FRA,,large,,src_ted_opendata,file_ted_0128,organisation:ORG-0005,2026-08-19
sup_0301,1510895-1-4-1,DEKRA INDUSTRIAL,dekra industrial,FRA,,large,,src_ted_opendata,file_ted_0128,organisation:ORG-0006,2026-08-19
sup_0302,1510895-1-5-1,SOCOTEC EQUIPEMENTS,socotec equipements,FRA,,large,,src_ted_opendata,file_ted_0128,organisation:ORG-0007,2026-08-19
sup_0303,1510895-1-6-1,ABIOLAB-ASPOSAN,abiolab-asposan,FRA,,sme,,src_ted_opendata,file_ted_0128,organisation:ORG-0008,2026-08-19
sup_0304,1510895-1-7-1,ADX GROUPE,adx groupe,FRA,,large,,src_ted_opendata,file_ted_0128,organisation:ORG-0009,2026-08-19
sup_0305,1510895-1-8-1,BUREAU ALPES CONTROLES,bureau alpes controles,FRA,,large,,src_ted_opendata,file_ted_0128,organisation:ORG-0010,2026-08-19
sup_0306,1180094315,BYŚ Wojciech Byśkiniewicz,byś wojciech byśkiniewicz,POL,,,,src_ted_opendata,file_ted_0129,organisation:ORG-0003,2026-08-19
sup_0307,1506395-1-1-1,GROUPAMA RHONE ALPES AUVERGNE,groupama rhone alpes auvergne,FRA,,large,,src_ted_opendata,file_ted_0130,organisation:ORG-0005,2026-08-19
sup_0308,1506395-1-2-1,PARIS NORD ASSURANCES SERVICES,paris nord assurances services,FRA,,large,,src_ted_opendata,file_ted_0130,organisation:ORG-0006,2026-08-19
sup_0309,1506395-1-3-1,CAP ET ASSOCIES,cap et associes,FRA,,sme,,src_ted_opendata,file_ted_0130,organisation:ORG-0007,2026-08-19
sup_0310,5260251049,POWSZECHNY ZAKŁAD UBEZPIECZEŃ SPÓŁKA AKCYJNA,powszechny zakład ubezpieczeń spółka akcyjna,POL,,,,src_ted_opendata,file_ted_0131,organisation:ORG-0003,2026-08-19
sup_0311,5260038806,INTERRISK TOWARZYSTWO UBEZPIECZEŃ SPÓŁKA AKCYJNA VIENNA INSURANCE GROUP,interrisk towarzystwo ubezpieczeń spółka akcyjna vienna insurance group,POL,,,,src_ted_opendata,file_ted_0131,organisation:ORG-0004,2026-08-19
sup_0312,62633708,Solviteers Advies & Implementatie B.V.,solviteers advies & implementatie b.v.,NLD,,,,src_ted_opendata,file_ted_0132,organisation:ORG-0003,2026-08-19
sup_0313,556029-6740,Öhrlings PricewaterhouseCoopers AB,öhrlings pricewaterhousecoopers ab,SWE,,,,src_ted_opendata,file_ted_0133,organisation:ORG-0003,2026-08-19
sup_0314,556053-5873,Ernst & Young Aktiebolag,ernst & young aktiebolag,SWE,,,,src_ted_opendata,file_ted_0133,organisation:ORG-0004,2026-08-19
sup_0315,43140385,ASTONA TECH S.R.L.,astona tech s.r.l.,ROU,,small,,src_ted_opendata,file_ted_0134,organisation:ORG-9000,2026-08-19
sup_0316,57964358389,EURO-V.A.L. d.o.o.,euro-v.a.l. d.o.o.,HRV,,small,,src_ted_opendata,file_ted_0135,organisation:ORG-0006,2026-08-19
sup_0317,70346031690,ALFA KOMPJUTER USLUGE d.o.o.,alfa kompjuter usluge d.o.o.,HRV,,small,,src_ted_opendata,file_ted_0135,organisation:ORG-0004,2026-08-19
sup_0318,19680551758,SPAN d.d.,span d.d.,HRV,,large,,src_ted_opendata,file_ted_0135,organisation:ORG-0005,2026-08-19
sup_0319,0433666709,INBEV BELGIUM BVBA,inbev belgium bvba,BEL,,,,src_ted_opendata,file_ted_0137,organisation:ORG-0005,2026-08-19
sup_0320,1480301-1-3-1,EHPAD FRANCOIS MITTERRAND,ehpad francois mitterrand,FRA,,large,,src_ted_opendata,file_ted_0138,organisation:ORG-0005,2026-08-19
sup_0321,PL 871 177 62 59,JB ENERGIA Sp. z o.o.,jb energia sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0139,organisation:ORG-0002,2026-08-19
sup_0322,7742233499,PREZERO Płocka Gospodarka Komunalna Sp. z o.o.,prezero płocka gospodarka komunalna sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0140,organisation:ORG-0003,2026-08-19
sup_0323,83512542800044,OSGAPI,osgapi,FRA,,,,src_ted_opendata,file_ted_0141,organisation:ORG-0005,2026-08-19
sup_0324,40254536200020,JOPER AUTO,joper auto,FRA,,,,src_ted_opendata,file_ted_0144,organisation:ORG-0003,2026-08-19
sup_0325,RO 4255520,M.A.CRISTINA S.R.L.,m.a.cristina s.r.l.,ROU,,small,,src_ted_opendata,file_ted_0145,organisation:ORG-9004,2026-08-19
sup_0326,RO 15779023,STEDYAN COM S.R.L.,stedyan com s.r.l.,ROU,,medium,,src_ted_opendata,file_ted_0145,organisation:ORG-9001,2026-08-19
sup_0327,13533870,S.C. CRIS-TIM FAMILY HOLDING S.R.L.,s.c. cris-tim family holding s.r.l.,ROU,,large,,src_ted_opendata,file_ted_0145,organisation:ORG-9000,2026-08-19
sup_0328,68202506900282,LEICA Microsystèmes SAS,leica microsystèmes sas,FRA,,,,src_ted_opendata,file_ted_0147,organisation:ORG-0003,2026-08-19
sup_0329,598 158 02 28,ZUO International Sp. z o.o.,zuo international sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0148,organisation:ORG-0003,2026-08-19
sup_0330,017434857,JARPER sp. z o. o.,jarper sp. z o. o.,POL,,,,src_ted_opendata,file_ted_0149,organisation:ORG-0003,2026-08-19
sup_0331,271059470,SALUS INTERNATIONAL Sp. z o.o.,salus international sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0150,organisation:ORG-0003,2026-08-19
sup_0332,932081801,Urtica Sp. z o. o.,urtica sp. z o. o.,POL,,,,src_ted_opendata,file_ted_0150,organisation:ORG-0004,2026-08-19
sup_0333,8961551248,Team Sp. z o.o.,team sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0151,organisation:ORG-0003,2026-08-19
sup_0334,502265981,"PROHERAL, Lda","proheral, lda",PRT,,,,src_ted_opendata,file_ted_0152,organisation:ORG-0002,2026-08-19
sup_0335,501444866,"RTE,SA","rte,sa",PRT,,,,src_ted_opendata,file_ted_0152,organisation:ORG-0003,2026-08-19
