buyer_id,source_buyer_id,buyer_name,normalized_name,buyer_type,country_code,country_name,source_id,source_file_id,source_record_id,collected_at
buy_0141,896-000-47-80,Komenda Wojewódzka Policji we Wrocławiu,komenda wojewódzka policji we wrocławiu,cga,POL,,src_ted_opendata,file_ted_0151,organisation:ORG-0001,2026-08-19
buy_0142,600014665,Secretaria-Geral do Ministério da Administração Interna,secretaria-geral do ministério da administração interna,cga,PRT,,src_ted_opendata,file_ted_0152,organisation:ORG-0001,2026-08-19
buy_0143,NIP: 6121636326,GMINA MIEJSKA BOLESŁAWIEC,gmina miejska bolesławiec,la,POL,,src_ted_opendata,file_ted_0153,organisation:ORG-0001,2026-08-19
buy_0144,21830126500011,Ville de la Seyne sur Mer,ville de la seyne sur mer,la,FRA,,src_ted_opendata,file_ted_0155,organisation:ORG-0001,2026-08-19
buy_0145,510342191,"Entidade de Serviços Partilhados da Administração Pública, I. P.","entidade de serviços partilhados da administração pública, i. p.",cont-ent,PRT,,src_ted_opendata,file_ted_0156,organisation:ORG-0001,2026-08-19
buy_0146,NIP: 6311078941,SĄD REJONOWY W GLIWICACH,sąd rejonowy w gliwicach,body-pl,POL,,src_ted_opendata,file_ted_0157,organisation:ORG-0001,2026-08-19
buy_0147,31087770152537,Dirección Gerente del Hospital Universitario Nuestra Señora de Candelaria,dirección gerente del hospital universitario nuestra señora de candelaria,ra,ESP,,src_ted_opendata,file_ted_0158,organisation:ORG-0001,2026-08-19
buy_0148,2613362,SPITALUL JUDETEAN DE URGENTA PIATRA NEAMT,spitalul judetean de urgenta piatra neamt,body-pl-ra,ROU,,src_ted_opendata,file_ted_0159,organisation:ORG-0004,2026-08-19
buy_0149,5105498000,Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti,znanstvenoraziskovalni center slovenske akademije znanosti in umetnosti,body-pl,SVN,,src_ted_opendata,file_ted_0160,organisation:ORG-0001,2026-08-19
buy_0150,00064165,Všeobecná fakultní nemocnice v Praze,všeobecná fakultní nemocnice v praze,body-pl-cga,CZE,,src_ted_opendata,file_ted_0161,organisation:ORG-0001,2026-08-19
buy_0151,51081180151878,Banco de España,banco de españa,body-pl-cga,ESP,,src_ted_opendata,file_ted_0162,organisation:ORG-0001,2026-08-19
buy_0152,121292046,ЦЕНТЪР ЗА СПЕШНА МЕДИЦИНСКА ПОМОЩ - СОФИЯ,център за спешна медицинска помощ - софия,body-pl,BGR,,src_ted_opendata,file_ted_0163,organisation:ORG-0001,2026-08-19
buy_0153,783-14-97-917,Ortopedyczno – Rehabilitacyjny Szpital Kliniczny im. Wiktora Degi Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu,ortopedyczno – rehabilitacyjny szpital kliniczny im. wiktora degi uniwersytetu medycznego im. karola marcinkowskiego w poznaniu,body-pl-la,POL,,src_ted_opendata,file_ted_0164,organisation:ORG-0001,2026-08-19
buy_0154,00327646,Mesto Prešov,mesto prešov,la,SVK,,src_ted_opendata,file_ted_0166,organisation:ORG-0002,2026-08-19
buy_0155,C.P.A.S.,C.P.A.S. de Waterloo,c.p.a.s. de waterloo,la,BEL,,src_ted_opendata,file_ted_0167,organisation:ORG-0001,2026-08-19
buy_0156,NIP 6783105119,Szpital Specjalistyczny im. Ludwika Rydygiera w Krakowie Sp. z o.o.,szpital specjalistyczny im. ludwika rydygiera w krakowie sp. z o.o.,body-pl,POL,,src_ted_opendata,file_ted_0168,organisation:ORG-0001,2026-08-19
buy_0157,50485810086581,Dirección de Compras de la Corporación de Radio y Televisión Española S.A.,dirección de compras de la corporación de radio y televisión española s.a.,body-pl-cga,ESP,,src_ted_opendata,file_ted_0169,organisation:ORG-0001,2026-08-19
buy_0158,4701126,"Universitatea ""Alexandru Ioan Cuza"" Iasi","universitatea ""alexandru ioan cuza"" iasi",body-pl-cga,ROU,,src_ted_opendata,file_ted_0170,organisation:ORG-0004,2026-08-19
buy_0159,240329870,Akcinė bendrovė Klaipėdos valstybinio jūrų uosto direkcija (PV),akcinė bendrovė klaipėdos valstybinio jūrų uosto direkcija (pv),pub-undert,LTU,,src_ted_opendata,file_ted_0172,organisation:ORG-0001,2026-08-19
buy_0160,5054621000,SPLOŠNA BOLNIŠNICA NOVO MESTO,splošna bolnišnica novo mesto,body-pl,SVN,,src_ted_opendata,file_ted_0173,organisation:ORG-0001,2026-08-19
buy_0161,11000201100044,"Ministère de l'Intérieur et des Outre-mer Secrétariat Général Direction de l'évaluation de la performance, de l'achat, des finances et de l'immobilier SAILMI/SDASEM/BAIP","ministère de l'intérieur et des outre-mer secrétariat général direction de l'évaluation de la performance, de l'achat, des finances et de l'immobilier sailmi/sdasem/baip",body-pl-cga,FRA,,src_ted_opendata,file_ted_0174,organisation:ORG-0001,2026-08-19
buy_0162,09056009,Vantage Towers s.r.o.,vantage towers s.r.o.,body-pl-cga,CZE,,src_ted_opendata,file_ted_0176,organisation:ORG-0003,2026-08-19
buy_0163,24483298,Gemeente Rotterdam,gemeente rotterdam,body-pl,NLD,,src_ted_opendata,file_ted_0177,organisation:ORG-0001,2026-08-19
buy_0164,Berichtseinheit-ID 00003302,"Stadt Neumünster- FD Feuerwehr, Rettungsdienst und Katastrophenschutz","stadt neumünster- fd feuerwehr, rettungsdienst und katastrophenschutz",la,DEU,,src_ted_opendata,file_ted_0178,organisation:ORG-0001,2026-08-19
buy_0165,b32bfed7-08c2-467e-81f3-9619b86f22b7,Klinikum Bielefeld gGmbH,klinikum bielefeld ggmbh,pub-undert-ra,DEU,,src_ted_opendata,file_ted_0179,organisation:ORG-0001,2026-08-19
buy_0166,13269011531,GRAD VARAŽDIN,grad varaždin,la,HRV,,src_ted_opendata,file_ted_0180,organisation:ORG-0001,2026-08-19
buy_0167,34138203,Autoritatea pentru Administrarea Sistemului National Antigrindina si de Crestere a Precipitatiilor,autoritatea pentru administrarea sistemului national antigrindina si de crestere a precipitatiilor,body-pl,ROU,,src_ted_opendata,file_ted_0183,organisation:ORG-0004,2026-08-19
buy_0168,7542563619,Uniwersytecki Szpital Kliniczny w Opolu,uniwersytecki szpital kliniczny w opolu,body-pl,POL,,src_ted_opendata,file_ted_0184,organisation:ORG-0001,2026-08-19
buy_0169,40171810028461,Presidencia de la Autoridad Portuaria de Bilbao,presidencia de la autoridad portuaria de bilbao,cga,ESP,,src_ted_opendata,file_ted_0185,organisation:ORG-0001,2026-08-19
buy_0170,21038480147608,Servicio Territorial de Medio Ambiente de Burgos,servicio territorial de medio ambiente de burgos,ra,ESP,,src_ted_opendata,file_ted_0186,organisation:ORG-0001,2026-08-19
buy_0171,NIP: 8222146582,Gmina Jakubów,gmina jakubów,la,POL,,src_ted_opendata,file_ted_0187,organisation:ORG-0001,2026-08-19
buy_0172,4577,THONON AGGLOMERATION,thonon agglomeration,body-pl,FRA,,src_ted_opendata,file_ted_0190,organisation:ORG-0002,2026-08-19
buy_0173,20007186800158,CC des Vallées du Haut Anjou,cc des vallées du haut anjou,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0001,2026-08-19
buy_0174,21490064900010,COMMUNE CHAMBELLAY,commune chambellay,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0003,2026-08-19
buy_0175,20005963200014,COMMUNE DE CHENILLE CHAMPTEUSSE,commune de chenille champteusse,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0004,2026-08-19
buy_0176,20005958200011,COMMUNE D'ERDRE EN ANJOU,commune d'erdre en anjou,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0005,2026-08-19
buy_0177,21490155500018,COMMUNE DE GREZ NEUVILLE,commune de grez neuville,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0006,2026-08-19
buy_0178,21490205800012,COMMUNE DE MIRE,commune de mire,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0007,2026-08-19
buy_0179,21490330400019,COMMUNE DE SCEAUX D'ANJOU,commune de sceaux d'anjou,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0008,2026-08-19
buy_0180,214 902 660 00015,COMMUNE DE SAINT AUGUSTIN DES BOIS,commune de saint augustin des bois,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0009,2026-08-19
buy_0181,20007853300011,CENTRE INTERCOMMUNAL D'ACTION SOCIALE DES VALLEES DU HAUT-ANJOU,centre intercommunal d'action sociale des vallees du haut-anjou,body-pl,FRA,,src_ted_opendata,file_ted_0193,organisation:ORG-0010,2026-08-19
buy_0182,15403337215,Jósa András Múzeum,jósa andrás múzeum,la,HUN,,src_ted_opendata,file_ted_0194,organisation:ORG-0001,2026-08-19
buy_0183,3153,ALTEAL,alteal,body-pl,FRA,,src_ted_opendata,file_ted_0195,organisation:ORG-0002,2026-08-19
buy_0184,REGON: 000288366-00028,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie - Państwowy Instytut Badawczy Oddział w Gliwicach,narodowy instytut onkologii im. marii skłodowskiej-curie - państwowy instytut badawczy oddział w gliwicach,body-pl,POL,,src_ted_opendata,file_ted_0196,organisation:ORG-0001,2026-08-19
buy_0185,00064203,Fakultní nemocnice v Motole,fakultní nemocnice v motole,body-pl-cga,CZE,,src_ted_opendata,file_ted_0197,organisation:ORG-0001,2026-08-19
buy_0186,20002341400010,ROUEN METROPOLE HABITAT,rouen metropole habitat,spec-rights-entity,FRA,,src_ted_opendata,file_ted_0198,organisation:ORG-0001,2026-08-19
buy_0187,A28001352,"Metro de Madrid, S.A.","metro de madrid, s.a.",,ESP,,src_ted_opendata,file_ted_0199,organisation:ORG-0001,2026-08-19
buy_0188,8951897962,Skarb Państwa - 2. Wojskowy Oddział Gospodarczy,skarb państwa - 2. wojskowy oddział gospodarczy,body-pl,POL,,src_ted_opendata,file_ted_0200,organisation:ORG-0001,2026-08-19
buy_0189,30011630002163,Consejo de Administración de la Empresa Municipal de Servicios de Medio Ambiente Urbano de Gijón (EMULSA),consejo de administración de la empresa municipal de servicios de medio ambiente urbano de gijón (emulsa),la,ESP,,src_ted_opendata,file_ted_0201,organisation:ORG-0001,2026-08-19
buy_0190,521-40-04-558,Państwowy Instytut Medyczny Ministerstwa Spraw Wewnętrznych i Administracji,państwowy instytut medyczny ministerstwa spraw wewnętrznych i administracji,body-pl,POL,,src_ted_opendata,file_ted_0202,organisation:ORG-0001,2026-08-19
buy_0191,REGON: 000308637,Szpital Specjalistyczny im. Edmunda Biernackiego Mielcu,szpital specjalistyczny im. edmunda biernackiego mielcu,body-pl,POL,,src_ted_opendata,file_ted_0203,organisation:ORG-0001,2026-08-19
buy_0192,302913276,Viešoji įstaiga CPO LT,viešoji įstaiga cpo lt,cga,LTU,,src_ted_opendata,file_ted_0204,organisation:ORG-0001,2026-08-19
buy_0193,8e33eef9-05e8-4b0e-81ea-74ea5971d899,Verlingue AG,verlingue ag,body-pl-la,CHE,,src_ted_opendata,file_ted_0205,organisation:ORG-0001,2026-08-19
buy_0194,9182029131,Gmina Biłgoraj,gmina biłgoraj,ra,POL,,src_ted_opendata,file_ted_0207,organisation:ORG-0001,2026-08-19
buy_0195,BE 0502713485,Stad Ronse,stad ronse,la,BEL,,src_ted_opendata,file_ted_0208,organisation:ORG-0001,2026-08-19
buy_0196,41328,Société du Canal de Provence et d'Aménagement de la Région Provençale,société du canal de provence et d'aménagement de la région provençale,la,FRA,,src_ted_opendata,file_ted_0209,organisation:ORG-0002,2026-08-19
buy_0197,51761493900018,CPAM DU HAINAUT,cpam du hainaut,body-pl,FRA,,src_ted_opendata,file_ted_0210,organisation:ORG-0001,2026-08-19
buy_0198,1,Abwasserverband Achental - Inntal - Zillertal,abwasserverband achental - inntal - zillertal,body-pl,AUT,,src_ted_opendata,file_ted_0211,organisation:ORG-2254,2026-08-19
buy_0199,12629279,"Belastingdienst, IUC Belastingdienst","belastingdienst, iuc belastingdienst",cga,NLD,,src_ted_opendata,file_ted_0212,organisation:ORG-0001,2026-08-19
buy_0200,202218735,ЦЕНТЪР ЗА ГРАДСКА МОБИЛНОСТ ЕАД,център за градска мобилност еад,pub-undert,BGR,,src_ted_opendata,file_ted_0214,organisation:ORG-0001,2026-08-19
buy_0201,r1890420,RAJA S.A CONSTANTA,raja s.a constanta,ra,ROU,,src_ted_opendata,file_ted_0215,organisation:ORG-0004,2026-08-19
buy_0202,1007.Ε84610.001,ΔΗΜΟΣ ΠΕΝΤΕΛΗΣ,δημοσ πεντελησ,la,GRC,,src_ted_opendata,file_ted_0216,organisation:ORG-0001,2026-08-19
buy_0203,BE0206644741,Ville de Verviers,ville de verviers,la,BEL,,src_ted_opendata,file_ted_0218,organisation:ORG-0001,2026-08-19
buy_0204,4967072,SPITALUL CLINIC DE URGENTA CHIRURGIE PLASTICA REPARATORIE SI ARSURI BUCURESTI,spitalul clinic de urgenta chirurgie plastica reparatorie si arsuri bucuresti,body-pl-ra,ROU,,src_ted_opendata,file_ted_0221,organisation:ORG-0004,2026-08-19
buy_0205,126532456,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - СВИЛЕНГРАД ЕООД,многопрофилна болница за активно лечение - свиленград еоод,body-pl,BGR,,src_ted_opendata,file_ted_0222,organisation:ORG-0001,2026-08-19
buy_0206,26971041400013,GHT de la Guadeloupe (Cellule marchés)Direction des achats,ght de la guadeloupe (cellule marchés)direction des achats,body-pl,FRA,,src_ted_opendata,file_ted_0223,organisation:ORG-0001,2026-08-19
buy_0207,692–22–56–461,GMINA LUBIN - Urząd Gminy w Lubinie,gmina lubin - urząd gminy w lubinie,ra,POL,,src_ted_opendata,file_ted_0224,organisation:ORG-0001,2026-08-19
buy_0208,DE115507791,Deutsche Rentenversicherung Braunschweig-Hannover,deutsche rentenversicherung braunschweig-hannover,body-pl-ra,DEU,,src_ted_opendata,file_ted_0225,organisation:ORG-7001,2026-08-19
buy_0209,831917834,ТЕХНИЧЕСКИ УНИВЕРСИТЕТ,технически университет,body-pl,BGR,,src_ted_opendata,file_ted_0226,organisation:ORG-0001,2026-08-19
buy_0210,41932,Ville de Saint-Paul,ville de saint-paul,body-pl,FRA,,src_ted_opendata,file_ted_0227,organisation:ORG-0002,2026-08-19
buy_0211,931934868,Gmina Oława,gmina oława,la,POL,,src_ted_opendata,file_ted_0228,organisation:ORG-0001,2026-08-19
buy_0212,NIP: 6832009500,Zakład Gospodarki Komunalnej w Wieliczce spółka z ograniczoną odpowiedzialnością,zakład gospodarki komunalnej w wieliczce spółka z ograniczoną odpowiedzialnością,body-pl,POL,,src_ted_opendata,file_ted_0230,organisation:ORG-0001,2026-08-19
buy_0213,33558121100026,Le Foyer Rémois (51),le foyer rémois (51),spec-rights-entity,FRA,,src_ted_opendata,file_ted_0231,organisation:ORG-0001,2026-08-19
buy_0214,4417214,Municipiul Craiova,municipiul craiova,la,ROU,,src_ted_opendata,file_ted_0232,organisation:ORG-0004,2026-08-19
buy_0215,8181581908,Gmina Ropczyce,gmina ropczyce,la,POL,,src_ted_opendata,file_ted_0233,organisation:ORG-0001,2026-08-19
buy_0216,HRB 290175,AMEOS Krankenhausgesellschaft Baden mbH,ameos krankenhausgesellschaft baden mbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0001,2026-08-19
buy_0217,HRB 22637,AMEOS Krankenhausgesellschaft Bremen mbH,ameos krankenhausgesellschaft bremen mbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0002,2026-08-19
buy_0218,HRB5045,AMEOS Klinikum Bremerhaven GmbH,ameos klinikum bremerhaven gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0003,2026-08-19
buy_0219,HRB 200817,AMEOS Krankenhausgesellschaft Niedersachsen mbH,ameos krankenhausgesellschaft niedersachsen mbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0005,2026-08-19
buy_0220,HRB 5776,AMEOS Klinikum Geestland GmbH,ameos klinikum geestland gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0007,2026-08-19
buy_0221,HRA 461,AMEOS Klinikum Bad Salzuflen GmbH & Co. KG,ameos klinikum bad salzuflen gmbh & co. kg,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0009,2026-08-19
buy_0222,HRB 1394,AMEOS Krankenhausgesellschaft Holstein mbH,ameos krankenhausgesellschaft holstein mbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0015,2026-08-19
buy_0223,HRB1459,Klinik für Geriatrie Ratzeburg GmbH,klinik für geriatrie ratzeburg gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0016,2026-08-19
buy_0224,HRB573EU,AMEOS Krankenhausgesellschaft Ostholstein mbH,ameos krankenhausgesellschaft ostholstein mbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0017,2026-08-19
buy_0225,HRB 18867,AMEOS Klinika Lübeck GmbH,ameos klinika lübeck gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0018,2026-08-19
buy_0226,HRB11159,AMEOS Krankenhausgesellschaft Neuburg mbH,ameos krankenhausgesellschaft neuburg mbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0019,2026-08-19
buy_0227,HRB 8270,AMEOS Klinikum Inntal GmbH,ameos klinikum inntal gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0235,organisation:ORG-0020,2026-08-19
buy_0228,600084779,Autoridade Tributária e Aduaneira,autoridade tributária e aduaneira,cga,PRT,,src_ted_opendata,file_ted_0236,organisation:ORG-0001,2026-08-19
buy_0229,412 280 737 20375,SNCF RESEAU,sncf reseau,pub-undert,FRA,,src_ted_opendata,file_ted_0237,organisation:ORG-0001,2026-08-19
buy_0230,78324830528,OPĆINA NEDELIŠĆE,općina nedelišće,la,HRV,,src_ted_opendata,file_ted_0239,organisation:ORG-0001,2026-08-19
buy_0231,6922253936,Gmina Polkowice,gmina polkowice,la,POL,,src_ted_opendata,file_ted_0240,organisation:ORG-0001,2026-08-19
buy_0232,8660001429,Enea Elektrownia Połaniec S.A.,enea elektrownia połaniec s.a.,,POL,,src_ted_opendata,file_ted_0241,organisation:ORG-0001,2026-08-19
buy_0233,PL 5210417157,Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy,naukowa i akademicka sieć komputerowa - państwowy instytut badawczy,body-pl,POL,,src_ted_opendata,file_ted_0242,organisation:ORG-0001,2026-08-19
buy_0234,000133634,ОБЩИНА ВЕЛИКО ТЪРНОВО,община велико търново,la,BGR,,src_ted_opendata,file_ted_0243,organisation:ORG-0001,2026-08-19
buy_0235,3963960,SPITALUL ORASENESC NEGRESTI OAS,spitalul orasenesc negresti oas,body-pl-ra,ROU,,src_ted_opendata,file_ted_0244,organisation:ORG-0004,2026-08-19
buy_0236,NIP: 6121843775,43 WOJSKOWY ODDZIAŁ GOSPODARCZY,43 wojskowy oddział gospodarczy,not-cont-ent,POL,,src_ted_opendata,file_ted_0246,organisation:ORG-0001,2026-08-19
buy_0237,REGON 250855512,Gmina Miasto Ostrów Wielkopolski,gmina miasto ostrów wielkopolski,la,POL,,src_ted_opendata,file_ted_0247,organisation:ORG-0001,2026-08-19
buy_0238,1131144295,Szpital Dziecięcy im. prof. dr. med. Jana Bogdanowicza Samodzielny Publiczny Zakład Opieki Zdrowotnej,szpital dziecięcy im. prof. dr. med. jana bogdanowicza samodzielny publiczny zakład opieki zdrowotnej,body-pl,POL,,src_ted_opendata,file_ted_0249,organisation:ORG-0001,2026-08-19
buy_0239,30990450142805,Pleno del Ayuntamiento de Borriana,pleno del ayuntamiento de borriana,la,ESP,,src_ted_opendata,file_ted_0251,organisation:ORG-0001,2026-08-19
buy_0240,5a437eec-b8e3-454e-868d-54a38f990578,"Loyco SA, Conseils en marchés publics","loyco sa, conseils en marchés publics",body-pl-la,CHE,,src_ted_opendata,file_ted_0252,organisation:ORG-0001,2026-08-19
buy_0241,39d32742-7ee1-4ebd-bc53-40ba35f804a6,"Loyco SA, Conseils en marchés publics","loyco sa, conseils en marchés publics",body-pl-la,CHE,,src_ted_opendata,file_ted_0253,organisation:ORG-0001,2026-08-19
buy_0242,20003019500115,Métropole Nice Côte d'Azur (06),métropole nice côte d'azur (06),la,FRA,,src_ted_opendata,file_ted_0255,organisation:ORG-0001,2026-08-19
buy_0243,5420013897,Wojewódzki Inspektorat Weterynarii w Białymstoku,wojewódzki inspektorat weterynarii w białymstoku,la,POL,,src_ted_opendata,file_ted_0256,organisation:ORG-0003,2026-08-19
buy_0244,1132869037,Szpital Grochowski im. dr med. Rafała Masztaka spółka z ograniczoną odpowiedzialnością,szpital grochowski im. dr med. rafała masztaka spółka z ograniczoną odpowiedzialnością,body-pl,POL,,src_ted_opendata,file_ted_0258,organisation:ORG-0001,2026-08-19
buy_0245,9910312563,Gmina Popielów,gmina popielów,la,POL,,src_ted_opendata,file_ted_0260,organisation:ORG-0001,2026-08-19
buy_0246,1567535-0,HUS-yhtymä,hus-yhtymä,ra,FIN,,src_ted_opendata,file_ted_0263,organisation:ORG-0002,2026-08-19
buy_0247,4548554,Orasul Sannicolau Mare,orasul sannicolau mare,la,ROU,,src_ted_opendata,file_ted_0264,organisation:ORG-0004,2026-08-19
buy_0248,171929098,"Gemeente Apeldoorn, team Inkoop","gemeente apeldoorn, team inkoop",ra,NLD,,src_ted_opendata,file_ted_0266,organisation:ORG-0001,2026-08-19
buy_0249,21130084300011,Mairie de la Roque d'Anthéron,mairie de la roque d'anthéron,grp-p-aut,FRA,,src_ted_opendata,file_ted_0267,organisation:ORG-0001,2026-08-19
buy_0250,151398296,Gmina Krzepice,gmina krzepice,la,POL,,src_ted_opendata,file_ted_0268,organisation:ORG-0001,2026-08-19
buy_0251,DE121016876,WSW Energie & Wasser AG,wsw energie & wasser ag,,DEU,,src_ted_opendata,file_ted_0270,organisation:ORG-0001,2026-08-19
buy_0252,12928625880,BJELOVARSKO-BILOGORSKA ŽUPANIJA,bjelovarsko-bilogorska županija,ra,HRV,,src_ted_opendata,file_ted_0271,organisation:ORG-0001,2026-08-19
buy_0253,41228073720375,SNCF RESEAU,sncf reseau,pub-undert,FRA,,src_ted_opendata,file_ted_0272,organisation:ORG-0001,2026-08-19
buy_0254,NIP: 8132919313,Uniwersytecki Szpital Kliniczny im. Fryderyka Chopina w Rzeszowie,uniwersytecki szpital kliniczny im. fryderyka chopina w rzeszowie,body-pl,POL,,src_ted_opendata,file_ted_0273,organisation:ORG-0001,2026-08-19
buy_0255,46481,Habitat 76,habitat 76,body-pl,FRA,,src_ted_opendata,file_ted_0275,organisation:ORG-0002,2026-08-19
buy_0256,7292345599,Wojewódzkie Wielospecjalistyczne Centrum Onkologii i Traumatologii im. M. Kopernika w Łodzi,wojewódzkie wielospecjalistyczne centrum onkologii i traumatologii im. m. kopernika w łodzi,body-pl,POL,,src_ted_opendata,file_ted_0276,organisation:ORG-0001,2026-08-19
buy_0257,15729617211,Tata Város Önkormányzata,tata város önkormányzata,la,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0001,2026-08-19
buy_0258,15388351111,Tatai Kistérségi Időskorúak Otthona,tatai kistérségi időskorúak otthona,body-pl-la,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0002,2026-08-19
buy_0259,16755259211,Tatai Bartók Béla Óvoda,tatai bartók béla óvoda,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0003,2026-08-19
buy_0260,16755314211,Tatai Kertvárosi Óvoda,tatai kertvárosi óvoda,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0004,2026-08-19
buy_0261,15384333211,Kuny Domokos Múzeum,kuny domokos múzeum,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0005,2026-08-19
buy_0262,15812852111,Tatai Közös Önkormányzati Hivatal,tatai közös önkormányzati hivatal,body-pl-cga,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0006,2026-08-19
buy_0263,16761450211,Szociális Alapellátó Intézmény,szociális alapellátó intézmény,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0007,2026-08-19
buy_0264,18606481211,Tatai Városgazda Nonprofit Kft.,tatai városgazda nonprofit kft.,pub-undert-la,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0008,2026-08-19
buy_0265,13993928211,"Tatai Városkapu Közművelődési, Turisztikai, Pályázatkoordináló és Kommunikációs Közhasznú Nonprofit Zártkörűen Működő Részvénytársaság","tatai városkapu közművelődési, turisztikai, pályázatkoordináló és kommunikációs közhasznú nonprofit zártkörűen működő részvénytársaság",pub-undert-la,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0009,2026-08-19
buy_0266,16755297211,Tatai Geszti Óvoda,tatai geszti óvoda,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0010,2026-08-19
buy_0267,16761663211,Csillagsziget Bölcsőde,csillagsziget bölcsőde,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0011,2026-08-19
buy_0268,16755266211,Tatai Kincseskert Óvoda,tatai kincseskert óvoda,body-pl,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0012,2026-08-19
buy_0269,26498825211,Tatai Rend-ház Korlátolt Felelősségű Társaság,tatai rend-ház korlátolt felelősségű társaság,pub-undert-la,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0013,2026-08-19
buy_0270,25543496211,Tatai Öreg-tó Halászati Korlátolt Felelősségű Társaság,tatai öreg-tó halászati korlátolt felelősségű társaság,pub-undert-la,HUN,,src_ted_opendata,file_ted_0277,organisation:ORG-0014,2026-08-19
buy_0271,16054368,COMPANIA NATIONALA DE ADMINISTRARE A INFRASTRUCTURII RUTIERE S.A.,compania nationala de administrare a infrastructurii rutiere s.a.,body-pl-cga,ROU,,src_ted_opendata,file_ted_0280,organisation:ORG-0004,2026-08-19
buy_0272,5057272000,UNIVERZITETNI KLINIČNI CENTER LJUBLJANA,univerzitetni klinični center ljubljana,body-pl,SVN,,src_ted_opendata,file_ted_0282,organisation:ORG-0001,2026-08-19
buy_0273,241031620,Komunalny Zakład Gospodarki Mieszkaniowej w Katowicach,komunalny zakład gospodarki mieszkaniowej w katowicach,,POL,,src_ted_opendata,file_ted_0284,organisation:ORG-0001,2026-08-19
buy_0274,779-20-33-466,UNIWERSYTECKI SZPITAL KLINICZNY W POZNANIU,uniwersytecki szpital kliniczny w poznaniu,eu-ins-bod-ag,POL,,src_ted_opendata,file_ted_0285,organisation:ORG-0001,2026-08-19
buy_0275,21580194500019,Ville de NEVERS,ville de nevers,la,FRA,,src_ted_opendata,file_ted_0286,organisation:ORG-0001,2026-08-19
buy_0276,24580440600107,Communauté d'Agglomération de NEVERS (Nevers Agglomération),communauté d'agglomération de nevers (nevers agglomération),body-pl-la,FRA,,src_ted_opendata,file_ted_0286,organisation:ORG-0004,2026-08-19
buy_0277,52232,Département de l'Isère,département de l'isère,body-pl,FRA,,src_ted_opendata,file_ted_0287,organisation:ORG-0002,2026-08-19
buy_0278,188785847,Policijos departamentas prie Lietuvos Respublikos vidaus reikalų ministerijos,policijos departamentas prie lietuvos respublikos vidaus reikalų ministerijos,cga,LTU,,src_ted_opendata,file_ted_0288,organisation:ORG-0001,2026-08-19
buy_0279,NIP: 521-293-24-55,Szpital Czerniakowski sp. z o.o.,szpital czerniakowski sp. z o.o.,body-pl,POL,,src_ted_opendata,file_ted_0289,organisation:ORG-0001,2026-08-19
