award_supplier_id,award_id,supplier_id,supplier_role,awarded_value,currency_code,source_id,source_file_id,source_record_id
asu_00206,awd_00211,sup_0226,winner,,,src_ted_opendata,file_ted_0078,lot_result:RES-0001/organisation:ORG-0003
asu_00207,awd_00212,sup_0227,winner,,,src_ted_opendata,file_ted_0078,lot_result:RES-0002/organisation:ORG-0004
asu_00208,awd_00213,sup_0228,winner,2.07,EUR,src_ted_opendata,file_ted_0079,lot_result:RES-0000/organisation:ORG-0004
asu_00209,awd_00214,sup_0229,winner,,,src_ted_opendata,file_ted_0080,lot_result:RES-0000/organisation:ORG-0002
asu_00210,awd_00216,sup_0230,winner,224675,EUR,src_ted_opendata,file_ted_0082,lot_result:RES-0001/organisation:ORG-0003
asu_00211,awd_00216,sup_0231,winner,224675,EUR,src_ted_opendata,file_ted_0082,lot_result:RES-0001/organisation:ORG-0006
asu_00212,awd_00217,sup_0230,winner,224675,EUR,src_ted_opendata,file_ted_0082,lot_result:RES-0003/organisation:ORG-0003
asu_00213,awd_00217,sup_0231,winner,224675,EUR,src_ted_opendata,file_ted_0082,lot_result:RES-0003/organisation:ORG-0006
asu_00214,awd_00218,sup_0232,winner,4883411.7,EUR,src_ted_opendata,file_ted_0083,lot_result:RES-0001/organisation:ORG-0004
asu_00215,awd_00221,sup_0233,winner,96432.52,EUR,src_ted_opendata,file_ted_0084,lot_result:RES-0003/organisation:ORG-0004
asu_00216,awd_00223,sup_0234,winner,459126,EUR,src_ted_opendata,file_ted_0085,lot_result:RES-0001/organisation:ORG-0003
asu_00217,awd_00223,sup_0235,winner,459126,EUR,src_ted_opendata,file_ted_0085,lot_result:RES-0001/organisation:ORG-0004
asu_00218,awd_00224,sup_0236,winner,3236069080,PLN,src_ted_opendata,file_ted_0086,lot_result:RES-0001/organisation:ORG-0003
asu_00219,awd_00225,sup_0237,winner,22998.75,BGN,src_ted_opendata,file_ted_0087,lot_result:RES-0001/organisation:ORG-0003
asu_00220,awd_00227,sup_0238,winner,1289684.00,BGN,src_ted_opendata,file_ted_0089,lot_result:RES-0001/organisation:ORG-0003
asu_00221,awd_00228,sup_0239,winner,,,src_ted_opendata,file_ted_0090,lot_result:RES-0000/organisation:ORG-0002
asu_00222,awd_00229,sup_0240,winner,22425555,PLN,src_ted_opendata,file_ted_0091,lot_result:RES-0001/organisation:ORG-0003
asu_00223,awd_00230,sup_0241,winner,218725.98,PLN,src_ted_opendata,file_ted_0092,lot_result:RES-0001/organisation:ORG-0006
asu_00224,awd_00231,sup_0242,winner,,,src_ted_opendata,file_ted_0093,lot_result:RES-0001/organisation:ORG-0005
asu_00225,awd_00232,sup_0243,winner,866910.0,CHF,src_ted_opendata,file_ted_0094,lot_result:RES-0003/organisation:ORG-0010
asu_00226,awd_00234,sup_0244,winner,748832.84,PLN,src_ted_opendata,file_ted_0096,lot_result:RES-0001/organisation:ORG-0003
asu_00227,awd_00237,sup_0245,winner,194771.80,EUR,src_ted_opendata,file_ted_0099,lot_result:RES-0001/organisation:ORG-0003
asu_00228,awd_00239,sup_0246,winner,,,src_ted_opendata,file_ted_0101,lot_result:RES-0000/organisation:ORG-0004
asu_00229,awd_00251,sup_0247,winner,300000,EUR,src_ted_opendata,file_ted_0104,lot_result:RES-0001/organisation:ORG-0005
asu_00230,awd_00253,sup_0248,winner,57437000,CZK,src_ted_opendata,file_ted_0106,lot_result:RES-0001/organisation:ORG-0003
asu_00231,awd_00254,sup_0249,winner,899970,PLN,src_ted_opendata,file_ted_0107,lot_result:RES-0001/organisation:ORG-0003
asu_00232,awd_00255,sup_0250,winner,,,src_ted_opendata,file_ted_0108,lot_result:RES-0001/organisation:ORG-0005
asu_00233,awd_00256,sup_0251,winner,27634304.36,PLN,src_ted_opendata,file_ted_0109,lot_result:RES-0001/organisation:ORG-0004
asu_00234,awd_00258,sup_0252,winner,360000,EUR,src_ted_opendata,file_ted_0111,lot_result:RES-0001/organisation:ORG-0006
asu_00235,awd_00259,sup_0253,winner,108491.5,RON,src_ted_opendata,file_ted_0112,lot_result:RES-0000/organisation:ORG-9000
asu_00236,awd_00261,sup_0254,winner,501124.14,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0001/organisation:ORG-0003
asu_00237,awd_00261,sup_0255,winner,501124.14,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0001/organisation:ORG-0004
asu_00238,awd_00261,sup_0256,winner,501124.14,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0001/organisation:ORG-0005
asu_00239,awd_00261,sup_0257,winner,501124.14,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0001/organisation:ORG-0006
asu_00240,awd_00261,sup_0258,winner,501124.14,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0001/organisation:ORG-0007
asu_00241,awd_00262,sup_0254,winner,1078604.5,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0002/organisation:ORG-0003
asu_00242,awd_00262,sup_0255,winner,1078604.5,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0002/organisation:ORG-0004
asu_00243,awd_00262,sup_0256,winner,1078604.5,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0002/organisation:ORG-0005
asu_00244,awd_00262,sup_0257,winner,1078604.5,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0002/organisation:ORG-0006
asu_00245,awd_00262,sup_0258,winner,1078604.5,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0002/organisation:ORG-0007
asu_00246,awd_00263,sup_0254,winner,101104,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0003/organisation:ORG-0003
asu_00247,awd_00263,sup_0255,winner,101104,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0003/organisation:ORG-0004
asu_00248,awd_00263,sup_0256,winner,101104,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0003/organisation:ORG-0005
asu_00249,awd_00263,sup_0257,winner,101104,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0003/organisation:ORG-0006
asu_00250,awd_00263,sup_0258,winner,101104,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0003/organisation:ORG-0007
asu_00251,awd_00264,sup_0254,winner,71504,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0004/organisation:ORG-0003
asu_00252,awd_00264,sup_0255,winner,71504,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0004/organisation:ORG-0004
asu_00253,awd_00264,sup_0256,winner,71504,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0004/organisation:ORG-0005
asu_00254,awd_00264,sup_0257,winner,71504,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0004/organisation:ORG-0006
asu_00255,awd_00264,sup_0258,winner,71504,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0004/organisation:ORG-0007
asu_00256,awd_00265,sup_0254,winner,35900,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0005/organisation:ORG-0003
asu_00257,awd_00265,sup_0255,winner,35900,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0005/organisation:ORG-0004
asu_00258,awd_00265,sup_0256,winner,35900,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0005/organisation:ORG-0005
asu_00259,awd_00265,sup_0257,winner,35900,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0005/organisation:ORG-0006
asu_00260,awd_00265,sup_0258,winner,35900,PLN,src_ted_opendata,file_ted_0114,lot_result:RES-0005/organisation:ORG-0007
asu_00261,awd_00266,sup_0179,winner,348911.6,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0001/organisation:ORG-0003
asu_00262,awd_00267,sup_0179,winner,1492.8,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0002/organisation:ORG-0003
asu_00263,awd_00268,sup_0179,winner,278256,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0003/organisation:ORG-0003
asu_00264,awd_00269,sup_0179,winner,156519.2,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0004/organisation:ORG-0003
asu_00265,awd_00270,sup_0179,winner,2014.5,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0005/organisation:ORG-0003
asu_00266,awd_00271,sup_0179,winner,773692,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0006/organisation:ORG-0003
asu_00267,awd_00272,sup_0179,winner,153769.9,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0007/organisation:ORG-0003
asu_00268,awd_00273,sup_0179,winner,218749.95,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0008/organisation:ORG-0003
asu_00269,awd_00274,sup_0179,winner,103920,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0009/organisation:ORG-0003
asu_00270,awd_00275,sup_0179,winner,80754,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0010/organisation:ORG-0003
asu_00271,awd_00276,sup_0179,winner,1825000.5,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0011/organisation:ORG-0003
asu_00272,awd_00277,sup_0179,winner,181308.8,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0012/organisation:ORG-0003
asu_00273,awd_00278,sup_0179,winner,11957,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0013/organisation:ORG-0003
asu_00274,awd_00279,sup_0179,winner,49716,PLN,src_ted_opendata,file_ted_0115,lot_result:RES-0014/organisation:ORG-0003
asu_00275,awd_00280,sup_0259,winner,,,src_ted_opendata,file_ted_0116,lot_result:RES-0001/organisation:ORG-0004
asu_00276,awd_00281,sup_0260,winner,2328350.3,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0001/organisation:ORG-0003
asu_00277,awd_00282,sup_0260,winner,22827007,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0002/organisation:ORG-0003
asu_00278,awd_00283,sup_0261,winner,2362892,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0003/organisation:ORG-0005
asu_00279,awd_00284,sup_0262,winner,731026,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0004/organisation:ORG-0006
asu_00280,awd_00285,sup_0263,winner,311920,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0005/organisation:ORG-0007
asu_00281,awd_00286,sup_0260,winner,786421,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0006/organisation:ORG-0003
asu_00282,awd_00287,sup_0263,winner,481249.5,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0007/organisation:ORG-0007
asu_00283,awd_00288,sup_0263,winner,1546296,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0008/organisation:ORG-0007
asu_00284,awd_00289,sup_0178,winner,6242,PLN,src_ted_opendata,file_ted_0117,lot_result:RES-0009/organisation:ORG-0004
asu_00285,awd_00291,sup_0264,winner,190500,EUR,src_ted_opendata,file_ted_0119,lot_result:RES-0000/organisation:ORG-0004
asu_00286,awd_00292,sup_0265,winner,459342,PLN,src_ted_opendata,file_ted_0120,lot_result:RES-0001/organisation:ORG-0008
asu_00287,awd_00293,sup_0266,winner,28736.46,PLN,src_ted_opendata,file_ted_0120,lot_result:RES-0002/organisation:ORG-0006
asu_00288,awd_00294,sup_0266,winner,1548372,PLN,src_ted_opendata,file_ted_0120,lot_result:RES-0003/organisation:ORG-0006
asu_00289,awd_00295,sup_0267,winner,79473,PLN,src_ted_opendata,file_ted_0120,lot_result:RES-0004/organisation:ORG-0007
asu_00290,awd_00296,sup_0268,winner,345624.34,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0001/organisation:ORG-0017
asu_00291,awd_00297,sup_0268,winner,777562,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0002/organisation:ORG-0017
asu_00292,awd_00298,sup_0269,winner,8436309,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0003/organisation:ORG-0005
asu_00293,awd_00299,sup_0268,winner,53600.4,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0004/organisation:ORG-0017
asu_00294,awd_00300,sup_0270,winner,5839970,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0005/organisation:ORG-0006
asu_00295,awd_00301,sup_0271,winner,603656,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0006/organisation:ORG-0007
asu_00296,awd_00302,sup_0272,winner,24007070,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0007/organisation:ORG-0014
asu_00297,awd_00303,sup_0269,winner,9521047,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0008/organisation:ORG-0005
asu_00298,awd_00304,sup_0273,winner,102500,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0009/organisation:ORG-0009
asu_00299,awd_00305,sup_0268,winner,354600,PLN,src_ted_opendata,file_ted_0121,lot_result:RES-0010/organisation:ORG-0017
asu_00300,awd_00309,sup_0274,winner,16780.00,BGN,src_ted_opendata,file_ted_0122,lot_result:RES-0001/organisation:ORG-0003
asu_00301,awd_00310,sup_0275,winner,66900,EUR,src_ted_opendata,file_ted_0123,lot_result:RES-0001/organisation:ORG-0003
asu_00302,awd_00311,sup_0276,winner,33000,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0001/organisation:ORG-0003
asu_00303,awd_00312,sup_0277,winner,63660,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0002/organisation:ORG-0004
asu_00304,awd_00313,sup_0278,winner,65750,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0003/organisation:ORG-0005
asu_00305,awd_00314,sup_0279,winner,89500,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0004/organisation:ORG-0006
asu_00306,awd_00317,sup_0280,winner,85930,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0007/organisation:ORG-0007
asu_00307,awd_00318,sup_0281,winner,9207,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0008/organisation:ORG-0008
asu_00308,awd_00319,sup_0282,winner,64500,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0009/organisation:ORG-0009
asu_00309,awd_00320,sup_0282,winner,2350,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0010/organisation:ORG-0009
asu_00310,awd_00321,sup_0283,winner,65250,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0011/organisation:ORG-0010
asu_00311,awd_00322,sup_0282,winner,41940,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0012/organisation:ORG-0009
asu_00312,awd_00323,sup_0277,winner,1097.5,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0013/organisation:ORG-0004
asu_00313,awd_00324,sup_0284,winner,140000,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0014/organisation:ORG-0015
asu_00314,awd_00327,sup_0285,winner,98500,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0017/organisation:ORG-0011
asu_00315,awd_00328,sup_0286,winner,134850,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0018/organisation:ORG-0012
asu_00316,awd_00329,sup_0287,winner,166500,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0019/organisation:ORG-0013
asu_00317,awd_00330,sup_0288,winner,1860,PLN,src_ted_opendata,file_ted_0124,lot_result:RES-0020/organisation:ORG-0014
asu_00318,awd_00331,sup_0289,winner,3769500.00,HUF,src_ted_opendata,file_ted_0125,lot_result:RES-0001/organisation:ORG-0003
asu_00319,awd_00332,sup_0290,winner,11838000.00,HUF,src_ted_opendata,file_ted_0125,lot_result:RES-0002/organisation:ORG-0005
asu_00320,awd_00333,sup_0291,winner,1248000.00,HUF,src_ted_opendata,file_ted_0125,lot_result:RES-0003/organisation:ORG-0007
asu_00321,awd_00334,sup_0291,winner,2479200.00,HUF,src_ted_opendata,file_ted_0125,lot_result:RES-0004/organisation:ORG-0007
asu_00322,awd_00335,sup_0294,winner,358351.15,EUR,src_ted_opendata,file_ted_0126,lot_result:RES-0001/organisation:ORG-0002
asu_00323,awd_00337,sup_0295,winner,292471,EUR,src_ted_opendata,file_ted_0127,lot_result:RES-0002/organisation:ORG-0004
asu_00324,awd_00338,sup_0296,winner,393879,EUR,src_ted_opendata,file_ted_0127,lot_result:RES-0003/organisation:ORG-0005
asu_00325,awd_00339,sup_0296,winner,19173,EUR,src_ted_opendata,file_ted_0127,lot_result:RES-0004/organisation:ORG-0005
asu_00326,awd_00340,sup_0297,winner,179748,EUR,src_ted_opendata,file_ted_0127,lot_result:RES-0005/organisation:ORG-0006
asu_00327,awd_00341,sup_0298,winner,1872,EUR,src_ted_opendata,file_ted_0127,lot_result:RES-0006/organisation:ORG-0007
asu_00328,awd_00343,sup_0299,winner,20000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0001/organisation:ORG-0004
asu_00329,awd_00344,sup_0300,winner,20000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0002/organisation:ORG-0005
asu_00330,awd_00346,sup_0301,winner,60000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0004/organisation:ORG-0006
asu_00331,awd_00347,sup_0302,winner,80000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0005/organisation:ORG-0007
asu_00332,awd_00348,sup_0303,winner,80000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0006/organisation:ORG-0008
asu_00333,awd_00349,sup_0304,winner,280000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0007/organisation:ORG-0009
asu_00334,awd_00350,sup_0305,winner,100000,EUR,src_ted_opendata,file_ted_0128,lot_result:RES-0008/organisation:ORG-0010
asu_00335,awd_00351,sup_0306,winner,8079231.6,PLN,src_ted_opendata,file_ted_0129,lot_result:RES-0001/organisation:ORG-0003
asu_00336,awd_00352,sup_0307,winner,64605.26,EUR,src_ted_opendata,file_ted_0130,lot_result:RES-0001/organisation:ORG-0005
asu_00337,awd_00353,sup_0308,winner,28395.9,EUR,src_ted_opendata,file_ted_0130,lot_result:RES-0002/organisation:ORG-0006
asu_00338,awd_00354,sup_0309,winner,80236.16,EUR,src_ted_opendata,file_ted_0130,lot_result:RES-0003/organisation:ORG-0007
asu_00339,awd_00357,sup_0310,winner,270804.44,PLN,src_ted_opendata,file_ted_0131,lot_result:RES-0002/organisation:ORG-0003
asu_00340,awd_00358,sup_0311,winner,4624,PLN,src_ted_opendata,file_ted_0131,lot_result:RES-0003/organisation:ORG-0004
asu_00341,awd_00359,sup_0312,winner,,,src_ted_opendata,file_ted_0132,lot_result:RES-0001/organisation:ORG-0003
asu_00342,awd_00360,sup_0313,winner,,,src_ted_opendata,file_ted_0133,lot_result:RES-0001/organisation:ORG-0003
asu_00343,awd_00361,sup_0315,winner,12572,RON,src_ted_opendata,file_ted_0134,lot_result:RES-0000/organisation:ORG-9000
asu_00344,awd_00363,sup_0316,winner,6396,EUR,src_ted_opendata,file_ted_0135,lot_result:RES-0002/organisation:ORG-0006
asu_00345,awd_00364,sup_0317,winner,25597.8,EUR,src_ted_opendata,file_ted_0135,lot_result:RES-0003/organisation:ORG-0004
asu_00346,awd_00366,sup_0318,winner,17144.67,EUR,src_ted_opendata,file_ted_0135,lot_result:RES-0005/organisation:ORG-0005
asu_00347,awd_00370,sup_0319,winner,279859.80,EUR,src_ted_opendata,file_ted_0137,lot_result:RES-0001/organisation:ORG-0005
asu_00348,awd_00374,sup_0320,winner,800000,EUR,src_ted_opendata,file_ted_0138,lot_result:RES-0003/organisation:ORG-0005
asu_00349,awd_00375,sup_0321,winner,120686.18,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0001/organisation:ORG-0002
asu_00350,awd_00376,sup_0321,winner,124119.26,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0011/organisation:ORG-0002
asu_00351,awd_00377,sup_0321,winner,136133.33,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0012/organisation:ORG-0002
asu_00352,awd_00378,sup_0321,winner,200000,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0013/organisation:ORG-0002
asu_00353,awd_00379,sup_0321,winner,58897,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0014/organisation:ORG-0002
asu_00354,awd_00380,sup_0321,winner,132249,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0015/organisation:ORG-0002
asu_00355,awd_00381,sup_0321,winner,124119.26,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0016/organisation:ORG-0002
asu_00356,awd_00382,sup_0321,winner,63676,PLN,src_ted_opendata,file_ted_0139,lot_result:RES-0017/organisation:ORG-0002
asu_00357,awd_00383,sup_0322,winner,5563728,PLN,src_ted_opendata,file_ted_0140,lot_result:RES-0001/organisation:ORG-0003
asu_00358,awd_00384,sup_0323,winner,,,src_ted_opendata,file_ted_0141,lot_result:RES-0001/organisation:ORG-0005
asu_00359,awd_00385,sup_0275,winner,33600,EUR,src_ted_opendata,file_ted_0142,lot_result:RES-0001/organisation:ORG-0003
asu_00360,awd_00387,sup_0324,winner,100000,EUR,src_ted_opendata,file_ted_0144,lot_result:RES-0001/organisation:ORG-0003
asu_00361,awd_00388,sup_0184,winner,10115,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0014/organisation:ORG-9002
asu_00362,awd_00389,sup_0184,winner,313704,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0001/organisation:ORG-9002
asu_00363,awd_00390,sup_0184,winner,133571.5,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0003/organisation:ORG-9002
asu_00364,awd_00391,sup_0184,winner,36909,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0017/organisation:ORG-9002
asu_00365,awd_00392,sup_0184,winner,247310,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0002/organisation:ORG-9002
asu_00366,awd_00393,sup_0184,winner,189698.35,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0015/organisation:ORG-9002
asu_00367,awd_00394,sup_0184,winner,348431.66,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0006/organisation:ORG-9002
asu_00368,awd_00395,sup_0184,winner,30498,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0011/organisation:ORG-9002
asu_00369,awd_00396,sup_0325,winner,230162.2,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0016/organisation:ORG-9004
asu_00370,awd_00397,sup_0326,winner,32470,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0009/organisation:ORG-9001
asu_00371,awd_00398,sup_0326,winner,58382.8,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0012/organisation:ORG-9001
asu_00372,awd_00399,sup_0326,winner,117798,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0010/organisation:ORG-9001
asu_00373,awd_00400,sup_0189,winner,262887.5,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0008/organisation:ORG-9003
asu_00374,awd_00401,sup_0327,winner,508811.8,RON,src_ted_opendata,file_ted_0145,lot_result:RES-0004/organisation:ORG-9000
asu_00375,awd_00406,sup_0275,winner,68388,EUR,src_ted_opendata,file_ted_0146,lot_result:RES-0001/organisation:ORG-0003
asu_00376,awd_00407,sup_0328,winner,153259.69,EUR,src_ted_opendata,file_ted_0147,lot_result:RES-0001/organisation:ORG-0003
asu_00377,awd_00409,sup_0329,winner,1003622.4,PLN,src_ted_opendata,file_ted_0148,lot_result:RES-0002/organisation:ORG-0003
asu_00378,awd_00410,sup_0330,winner,1542636.06,PLN,src_ted_opendata,file_ted_0149,lot_result:RES-0001/organisation:ORG-0003
asu_00379,awd_00411,sup_0331,winner,754126.5,PLN,src_ted_opendata,file_ted_0150,lot_result:RES-0001/organisation:ORG-0003
asu_00380,awd_00412,sup_0332,winner,135000,PLN,src_ted_opendata,file_ted_0150,lot_result:RES-0002/organisation:ORG-0004
asu_00381,awd_00414,sup_0333,winner,1390000,PLN,src_ted_opendata,file_ted_0151,lot_result:RES-0001/organisation:ORG-0003
asu_00382,awd_00415,sup_0334,winner,62999.96,EUR,src_ted_opendata,file_ted_0152,lot_result:RES-0001/organisation:ORG-0002
asu_00383,awd_00416,sup_0335,winner,414700,EUR,src_ted_opendata,file_ted_0152,lot_result:RES-0002/organisation:ORG-0003
asu_00384,awd_00417,sup_0336,winner,63248,EUR,src_ted_opendata,file_ted_0152,lot_result:RES-0003/organisation:ORG-0004
asu_00385,awd_00419,sup_0337,winner,1840000,EUR,src_ted_opendata,file_ted_0154,lot_result:RES-0001/organisation:ORG-0006
asu_00386,awd_00420,sup_0338,winner,1840000,EUR,src_ted_opendata,file_ted_0154,lot_result:RES-0002/organisation:ORG-0007
asu_00387,awd_00421,sup_0339,winner,353760,EUR,src_ted_opendata,file_ted_0155,lot_result:RES-0001/organisation:ORG-0004
asu_00388,awd_00423,sup_0340,winner,705336.00,PLN,src_ted_opendata,file_ted_0157,lot_result:RES-0001/organisation:ORG-0004
asu_00389,awd_00423,sup_0341,winner,705336.00,PLN,src_ted_opendata,file_ted_0157,lot_result:RES-0001/organisation:ORG-0005
asu_00390,awd_00423,sup_0342,winner,705336.00,PLN,src_ted_opendata,file_ted_0157,lot_result:RES-0001/organisation:ORG-0006
asu_00391,awd_00424,sup_0343,winner,356273.62,EUR,src_ted_opendata,file_ted_0158,lot_result:RES-0001/organisation:ORG-0002
asu_00392,awd_00425,sup_0344,winner,2151360,RON,src_ted_opendata,file_ted_0159,lot_result:RES-0000/organisation:ORG-9000
asu_00393,awd_00426,sup_0346,winner,5000.0000,EUR,src_ted_opendata,file_ted_0160,lot_result:RES-0000/organisation:ORG-0003
asu_00394,awd_00427,sup_0347,winner,319900,CZK,src_ted_opendata,file_ted_0161,lot_result:RES-0001/organisation:ORG-0003
asu_00395,awd_00428,sup_0348,winner,941707.79,EUR,src_ted_opendata,file_ted_0162,lot_result:RES-0001/organisation:ORG-0002
asu_00396,awd_00429,sup_0349,winner,1750.000000,BGN,src_ted_opendata,file_ted_0163,lot_result:RES-0001/organisation:ORG-0003
asu_00397,awd_00430,sup_0349,winner,2100.000000,BGN,src_ted_opendata,file_ted_0163,lot_result:RES-0002/organisation:ORG-0003
asu_00398,awd_00431,sup_0350,winner,12500.000000,BGN,src_ted_opendata,file_ted_0163,lot_result:RES-0003/organisation:ORG-0004
asu_00399,awd_00432,sup_0350,winner,515.000000,BGN,src_ted_opendata,file_ted_0163,lot_result:RES-0004/organisation:ORG-0004
asu_00400,awd_00433,sup_0351,winner,291600,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0001/organisation:ORG-0003
asu_00401,awd_00434,sup_0351,winner,226800,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0002/organisation:ORG-0003
asu_00402,awd_00435,sup_0352,winner,104976,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0003/organisation:ORG-0004
asu_00403,awd_00436,sup_0353,winner,239567.01,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0004/organisation:ORG-0005
asu_00404,awd_00437,sup_0354,winner,53028,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0005/organisation:ORG-0006
asu_00405,awd_00438,sup_0355,winner,2295,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0006/organisation:ORG-0007
asu_00406,awd_00440,sup_0356,winner,9899.99,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0008/organisation:ORG-0008
asu_00407,awd_00441,sup_0354,winner,16092,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0009/organisation:ORG-0006
asu_00408,awd_00442,sup_0357,winner,3799.66,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0010/organisation:ORG-0009
asu_00409,awd_00443,sup_0358,winner,39599.99,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0011/organisation:ORG-0010
asu_00410,awd_00444,sup_0359,winner,27748.8,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0012/organisation:ORG-0011
asu_00411,awd_00445,sup_0357,winner,104976,PLN,src_ted_opendata,file_ted_0164,lot_result:RES-0013/organisation:ORG-0009
