contract_lot_id,contract_id,lot_id,source_id,source_file_id,source_record_id
clo_00263,con_00231,lot_00279,src_ted_opendata,file_ted_0117,contract:CON-0001/lot:LOT-0062
clo_00264,con_00232,lot_00280,src_ted_opendata,file_ted_0117,contract:CON-0002/lot:LOT-0080
clo_00265,con_00233,lot_00281,src_ted_opendata,file_ted_0117,contract:CON-0003/lot:LOT-0085
clo_00266,con_00234,lot_00282,src_ted_opendata,file_ted_0117,contract:CON-0004/lot:LOT-0090
clo_00267,con_00235,lot_00283,src_ted_opendata,file_ted_0117,contract:CON-0005/lot:LOT-0098
clo_00268,con_00236,lot_00284,src_ted_opendata,file_ted_0117,contract:CON-0006/lot:LOT-0112
clo_00269,con_00237,lot_00285,src_ted_opendata,file_ted_0117,contract:CON-0007/lot:LOT-0118
clo_00270,con_00238,lot_00286,src_ted_opendata,file_ted_0117,contract:CON-0008/lot:LOT-0125
clo_00271,con_00239,lot_00287,src_ted_opendata,file_ted_0117,contract:CON-0009/lot:LOT-0135
clo_00272,con_00240,lot_00289,src_ted_opendata,file_ted_0119,contract:CON-0000/lot:LOT-0000
clo_00273,con_00241,lot_00290,src_ted_opendata,file_ted_0120,contract:CON-0001/lot:LOT-0001
clo_00274,con_00242,lot_00291,src_ted_opendata,file_ted_0120,contract:CON-0002/lot:LOT-0002
clo_00275,con_00242,lot_00292,src_ted_opendata,file_ted_0120,contract:CON-0002/lot:LOT-0003
clo_00276,con_00243,lot_00293,src_ted_opendata,file_ted_0120,contract:CON-0003/lot:LOT-0004
clo_00277,con_00244,lot_00294,src_ted_opendata,file_ted_0121,contract:CON-0001/lot:LOT-0001
clo_00278,con_00245,lot_00295,src_ted_opendata,file_ted_0121,contract:CON-0002/lot:LOT-0002
clo_00279,con_00246,lot_00296,src_ted_opendata,file_ted_0121,contract:CON-0003/lot:LOT-0003
clo_00280,con_00247,lot_00297,src_ted_opendata,file_ted_0121,contract:CON-0004/lot:LOT-0005
clo_00281,con_00248,lot_00298,src_ted_opendata,file_ted_0121,contract:CON-0005/lot:LOT-0006
clo_00282,con_00249,lot_00299,src_ted_opendata,file_ted_0121,contract:CON-0006/lot:LOT-0007
clo_00283,con_00250,lot_00300,src_ted_opendata,file_ted_0121,contract:CON-0007/lot:LOT-0009
clo_00284,con_00251,lot_00301,src_ted_opendata,file_ted_0121,contract:CON-0008/lot:LOT-0010
clo_00285,con_00252,lot_00304,src_ted_opendata,file_ted_0121,contract:CON-0009/lot:LOT-0013
clo_00286,con_00253,lot_00305,src_ted_opendata,file_ted_0121,contract:CON-0010/lot:LOT-0014
clo_00287,con_00254,lot_00307,src_ted_opendata,file_ted_0122,contract:CON-0001/lot:LOT-0001
clo_00288,con_00255,lot_00308,src_ted_opendata,file_ted_0123,contract:CON-0001/lot:LOT-0005
clo_00289,con_00256,lot_00309,src_ted_opendata,file_ted_0124,contract:CON-0001/lot:LOT-0001
clo_00290,con_00257,lot_00310,src_ted_opendata,file_ted_0124,contract:CON-0002/lot:LOT-0002
clo_00291,con_00258,lot_00311,src_ted_opendata,file_ted_0124,contract:CON-0003/lot:LOT-0003
clo_00292,con_00259,lot_00312,src_ted_opendata,file_ted_0124,contract:CON-0004/lot:LOT-0004
clo_00293,con_00260,lot_00315,src_ted_opendata,file_ted_0124,contract:CON-0005/lot:LOT-0007
clo_00294,con_00261,lot_00316,src_ted_opendata,file_ted_0124,contract:CON-0006/lot:LOT-0008
clo_00295,con_00262,lot_00317,src_ted_opendata,file_ted_0124,contract:CON-0007/lot:LOT-0009
clo_00296,con_00263,lot_00318,src_ted_opendata,file_ted_0124,contract:CON-0008/lot:LOT-0010
clo_00297,con_00264,lot_00319,src_ted_opendata,file_ted_0124,contract:CON-0009/lot:LOT-0011
clo_00298,con_00265,lot_00320,src_ted_opendata,file_ted_0124,contract:CON-0010/lot:LOT-0012
clo_00299,con_00266,lot_00321,src_ted_opendata,file_ted_0124,contract:CON-0011/lot:LOT-0013
clo_00300,con_00267,lot_00322,src_ted_opendata,file_ted_0124,contract:CON-0012/lot:LOT-0014
clo_00301,con_00268,lot_00325,src_ted_opendata,file_ted_0124,contract:CON-0013/lot:LOT-0017
clo_00302,con_00269,lot_00326,src_ted_opendata,file_ted_0124,contract:CON-0014/lot:LOT-0018
clo_00303,con_00270,lot_00327,src_ted_opendata,file_ted_0124,contract:CON-0015/lot:LOT-0019
clo_00304,con_00271,lot_00328,src_ted_opendata,file_ted_0124,contract:CON-0016/lot:LOT-0020
clo_00305,con_00272,lot_00329,src_ted_opendata,file_ted_0125,contract:CON-0001/lot:LOT-0001
clo_00306,con_00273,lot_00330,src_ted_opendata,file_ted_0125,contract:CON-0002/lot:LOT-0002
clo_00307,con_00274,lot_00331,src_ted_opendata,file_ted_0125,contract:CON-0003/lot:LOT-0003
clo_00308,con_00275,lot_00332,src_ted_opendata,file_ted_0125,contract:CON-0004/lot:LOT-0004
clo_00309,con_00276,lot_00333,src_ted_opendata,file_ted_0126,contract:CON-0001/lot:LOT-0001
clo_00310,con_00277,lot_00335,src_ted_opendata,file_ted_0127,contract:CON-0001/lot:LOT-0002
clo_00311,con_00278,lot_00336,src_ted_opendata,file_ted_0127,contract:CON-0002/lot:LOT-0003
clo_00312,con_00279,lot_00337,src_ted_opendata,file_ted_0127,contract:CON-0003/lot:LOT-0004
clo_00313,con_00280,lot_00338,src_ted_opendata,file_ted_0127,contract:CON-0004/lot:LOT-0005
clo_00314,con_00281,lot_00339,src_ted_opendata,file_ted_0127,contract:CON-0005/lot:LOT-0006
clo_00315,con_00282,lot_00341,src_ted_opendata,file_ted_0128,contract:CON-0001/lot:LOT-0001
clo_00316,con_00283,lot_00342,src_ted_opendata,file_ted_0128,contract:CON-0002/lot:LOT-0002
clo_00317,con_00284,lot_00344,src_ted_opendata,file_ted_0128,contract:CON-0003/lot:LOT-0004
clo_00318,con_00285,lot_00345,src_ted_opendata,file_ted_0128,contract:CON-0004/lot:LOT-0005
clo_00319,con_00286,lot_00346,src_ted_opendata,file_ted_0128,contract:CON-0005/lot:LOT-0006
clo_00320,con_00287,lot_00347,src_ted_opendata,file_ted_0128,contract:CON-0006/lot:LOT-0007
clo_00321,con_00288,lot_00348,src_ted_opendata,file_ted_0128,contract:CON-0007/lot:LOT-0008
clo_00322,con_00289,lot_00349,src_ted_opendata,file_ted_0129,contract:CON-0001/lot:LOT-0001
clo_00323,con_00290,lot_00350,src_ted_opendata,file_ted_0130,contract:CON-0001/lot:LOT-0001
clo_00324,con_00290,lot_00351,src_ted_opendata,file_ted_0130,contract:CON-0001/lot:LOT-0002
clo_00325,con_00290,lot_00352,src_ted_opendata,file_ted_0130,contract:CON-0001/lot:LOT-0003
clo_00326,con_00291,lot_00355,src_ted_opendata,file_ted_0131,contract:CON-0001/lot:LOT-0002
clo_00327,con_00292,lot_00356,src_ted_opendata,file_ted_0131,contract:CON-0002/lot:LOT-0003
clo_00328,con_00293,lot_00357,src_ted_opendata,file_ted_0132,contract:CON-0001/lot:LOT-0000
clo_00329,con_00294,lot_00358,src_ted_opendata,file_ted_0133,contract:CON-0001/lot:LOT-0001
clo_00330,con_00295,lot_00359,src_ted_opendata,file_ted_0134,contract:CON-0001/lot:LOT-0000
clo_00331,con_00296,lot_00361,src_ted_opendata,file_ted_0135,contract:CON-0002/lot:LOT-0002
clo_00332,con_00297,lot_00362,src_ted_opendata,file_ted_0135,contract:CON-0003/lot:LOT-0003
clo_00333,con_00298,lot_00364,src_ted_opendata,file_ted_0135,contract:CON-0005/lot:LOT-0005
clo_00334,con_00299,lot_00368,src_ted_opendata,file_ted_0137,contract:CON-0001/lot:LOT-0001
clo_00335,con_00300,lot_00372,src_ted_opendata,file_ted_0138,contract:CON-0001/lot:LOT-0003
clo_00336,con_00301,lot_00373,src_ted_opendata,file_ted_0139,contract:CON-0001/lot:LOT-0001
clo_00337,con_00302,lot_00374,src_ted_opendata,file_ted_0139,contract:CON-0002/lot:LOT-0013
clo_00338,con_00303,lot_00375,src_ted_opendata,file_ted_0139,contract:CON-0003/lot:LOT-0014
clo_00339,con_00304,lot_00376,src_ted_opendata,file_ted_0139,contract:CON-0004/lot:LOT-0015
clo_00340,con_00305,lot_00377,src_ted_opendata,file_ted_0139,contract:CON-0005/lot:LOT-0016
clo_00341,con_00306,lot_00378,src_ted_opendata,file_ted_0139,contract:CON-0006/lot:LOT-0017
clo_00342,con_00307,lot_00379,src_ted_opendata,file_ted_0139,contract:CON-0007/lot:LOT-0018
clo_00343,con_00308,lot_00380,src_ted_opendata,file_ted_0139,contract:CON-0008/lot:LOT-0019
clo_00344,con_00309,lot_00381,src_ted_opendata,file_ted_0140,contract:CON-0001/lot:LOT-0001
clo_00345,con_00310,lot_00382,src_ted_opendata,file_ted_0141,contract:CON-0001/lot:LOT-0001
clo_00346,con_00311,lot_00383,src_ted_opendata,file_ted_0142,contract:CON-0001/lot:LOT-0004
clo_00347,con_00312,lot_00385,src_ted_opendata,file_ted_0144,contract:CON-0001/lot:LOT-0001
clo_00348,con_00313,lot_00399,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0014
clo_00349,con_00313,lot_00386,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0001
clo_00350,con_00313,lot_00388,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0003
clo_00351,con_00313,lot_00402,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0017
clo_00352,con_00313,lot_00387,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0002
clo_00353,con_00313,lot_00400,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0015
clo_00354,con_00313,lot_00391,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0006
clo_00355,con_00313,lot_00396,src_ted_opendata,file_ted_0145,contract:CON-0001/lot:LOT-0011
clo_00356,con_00314,lot_00401,src_ted_opendata,file_ted_0145,contract:CON-0002/lot:LOT-0016
clo_00357,con_00315,lot_00394,src_ted_opendata,file_ted_0145,contract:CON-0003/lot:LOT-0009
clo_00358,con_00315,lot_00397,src_ted_opendata,file_ted_0145,contract:CON-0003/lot:LOT-0012
clo_00359,con_00315,lot_00395,src_ted_opendata,file_ted_0145,contract:CON-0003/lot:LOT-0010
clo_00360,con_00316,lot_00393,src_ted_opendata,file_ted_0145,contract:CON-0004/lot:LOT-0008
clo_00361,con_00317,lot_00389,src_ted_opendata,file_ted_0145,contract:CON-0005/lot:LOT-0004
clo_00362,con_00318,lot_00404,src_ted_opendata,file_ted_0146,contract:CON-0001/lot:LOT-0005
clo_00363,con_00319,lot_00405,src_ted_opendata,file_ted_0147,contract:CON-0001/lot:LOT-0001
clo_00364,con_00320,lot_00407,src_ted_opendata,file_ted_0148,contract:CON-0001/lot:LOT-0002
clo_00365,con_00321,lot_00408,src_ted_opendata,file_ted_0149,contract:CON-0001/lot:LOT-0001
clo_00366,con_00322,lot_00409,src_ted_opendata,file_ted_0150,contract:CON-0001/lot:LOT-0001
clo_00367,con_00323,lot_00410,src_ted_opendata,file_ted_0150,contract:CON-0002/lot:LOT-0002
clo_00368,con_00324,lot_00412,src_ted_opendata,file_ted_0151,contract:CON-0001/lot:LOT-0001
clo_00369,con_00325,lot_00413,src_ted_opendata,file_ted_0152,contract:CON-0001/lot:LOT-0001
clo_00370,con_00326,lot_00414,src_ted_opendata,file_ted_0152,contract:CON-0002/lot:LOT-0002
clo_00371,con_00327,lot_00415,src_ted_opendata,file_ted_0152,contract:CON-0003/lot:LOT-0003
clo_00372,con_00329,lot_00418,src_ted_opendata,file_ted_0154,contract:CON-0001/lot:LOT-0001
clo_00373,con_00329,lot_00419,src_ted_opendata,file_ted_0154,contract:CON-0001/lot:LOT-0002
clo_00374,con_00330,lot_00420,src_ted_opendata,file_ted_0155,contract:CON-0001/lot:LOT-0001
clo_00375,con_00332,lot_00422,src_ted_opendata,file_ted_0157,contract:CON-0001/lot:LOT-0001
clo_00376,con_00333,lot_00423,src_ted_opendata,file_ted_0158,contract:CON-0001/lot:LOT-0000
clo_00377,con_00334,lot_00424,src_ted_opendata,file_ted_0159,contract:CON-0001/lot:LOT-0000
clo_00378,con_00335,lot_00425,src_ted_opendata,file_ted_0160,contract:CON-0000/lot:LOT-0000
clo_00379,con_00336,lot_00426,src_ted_opendata,file_ted_0161,contract:CON-0001/lot:LOT-0001
clo_00380,con_00337,lot_00428,src_ted_opendata,file_ted_0163,contract:CON-0001/lot:LOT-0001
clo_00381,con_00338,lot_00429,src_ted_opendata,file_ted_0163,contract:CON-0002/lot:LOT-0002
clo_00382,con_00339,lot_00430,src_ted_opendata,file_ted_0163,contract:CON-0003/lot:LOT-0003
clo_00383,con_00340,lot_00431,src_ted_opendata,file_ted_0163,contract:CON-0004/lot:LOT-0004
clo_00384,con_00341,lot_00432,src_ted_opendata,file_ted_0164,contract:CON-0001/lot:LOT-0001
clo_00385,con_00342,lot_00433,src_ted_opendata,file_ted_0164,contract:CON-0002/lot:LOT-0002
clo_00386,con_00343,lot_00434,src_ted_opendata,file_ted_0164,contract:CON-0003/lot:LOT-0003
clo_00387,con_00344,lot_00435,src_ted_opendata,file_ted_0164,contract:CON-0004/lot:LOT-0004
clo_00388,con_00345,lot_00436,src_ted_opendata,file_ted_0164,contract:CON-0005/lot:LOT-0005
clo_00389,con_00346,lot_00437,src_ted_opendata,file_ted_0164,contract:CON-0006/lot:LOT-0006
clo_00390,con_00347,lot_00439,src_ted_opendata,file_ted_0164,contract:CON-0007/lot:LOT-0008
clo_00391,con_00348,lot_00440,src_ted_opendata,file_ted_0164,contract:CON-0008/lot:LOT-0009
clo_00392,con_00349,lot_00441,src_ted_opendata,file_ted_0164,contract:CON-0009/lot:LOT-0010
clo_00393,con_00350,lot_00442,src_ted_opendata,file_ted_0164,contract:CON-0010/lot:LOT-0011
clo_00394,con_00351,lot_00443,src_ted_opendata,file_ted_0164,contract:CON-0011/lot:LOT-0012
clo_00395,con_00352,lot_00444,src_ted_opendata,file_ted_0164,contract:CON-0012/lot:LOT-0013
clo_00396,con_00353,lot_00445,src_ted_opendata,file_ted_0164,contract:CON-0013/lot:LOT-0014
clo_00397,con_00354,lot_00447,src_ted_opendata,file_ted_0166,contract:CON-0001/lot:LOT-0001
clo_00398,con_00355,lot_00448,src_ted_opendata,file_ted_0167,contract:CON-0001/lot:LOT-0001
clo_00399,con_00356,lot_00449,src_ted_opendata,file_ted_0168,contract:CON-0001/lot:LOT-0001
clo_00400,con_00357,lot_00450,src_ted_opendata,file_ted_0168,contract:CON-0002/lot:LOT-0002
clo_00401,con_00358,lot_00451,src_ted_opendata,file_ted_0168,contract:CON-0003/lot:LOT-0003
clo_00402,con_00359,lot_00452,src_ted_opendata,file_ted_0168,contract:CON-0004/lot:LOT-0004
clo_00403,con_00360,lot_00453,src_ted_opendata,file_ted_0168,contract:CON-0005/lot:LOT-0005
clo_00404,con_00361,lot_00454,src_ted_opendata,file_ted_0168,contract:CON-0006/lot:LOT-0006
clo_00405,con_00362,lot_00455,src_ted_opendata,file_ted_0168,contract:CON-0007/lot:LOT-0007
clo_00406,con_00363,lot_00456,src_ted_opendata,file_ted_0168,contract:CON-0008/lot:LOT-0008
clo_00407,con_00364,lot_00457,src_ted_opendata,file_ted_0168,contract:CON-0009/lot:LOT-0009
clo_00408,con_00365,lot_00458,src_ted_opendata,file_ted_0168,contract:CON-0010/lot:LOT-0010
clo_00409,con_00366,lot_00459,src_ted_opendata,file_ted_0168,contract:CON-0011/lot:LOT-0011
clo_00410,con_00367,lot_00460,src_ted_opendata,file_ted_0168,contract:CON-0012/lot:LOT-0012
clo_00411,con_00368,lot_00461,src_ted_opendata,file_ted_0168,contract:CON-0013/lot:LOT-0013
clo_00412,con_00369,lot_00462,src_ted_opendata,file_ted_0168,contract:CON-0014/lot:LOT-0014
clo_00413,con_00370,lot_00463,src_ted_opendata,file_ted_0168,contract:CON-0015/lot:LOT-0015
clo_00414,con_00371,lot_00464,src_ted_opendata,file_ted_0168,contract:CON-0016/lot:LOT-0016
clo_00415,con_00372,lot_00465,src_ted_opendata,file_ted_0168,contract:CON-0017/lot:LOT-0017
clo_00416,con_00373,lot_00466,src_ted_opendata,file_ted_0168,contract:CON-0018/lot:LOT-0018
clo_00417,con_00374,lot_00468,src_ted_opendata,file_ted_0168,contract:CON-0019/lot:LOT-0020
clo_00418,con_00375,lot_00469,src_ted_opendata,file_ted_0168,contract:CON-0020/lot:LOT-0021
clo_00419,con_00376,lot_00470,src_ted_opendata,file_ted_0168,contract:CON-0021/lot:LOT-0022
clo_00420,con_00377,lot_00471,src_ted_opendata,file_ted_0168,contract:CON-0022/lot:LOT-0023
clo_00421,con_00378,lot_00472,src_ted_opendata,file_ted_0168,contract:CON-0023/lot:LOT-0024
clo_00422,con_00379,lot_00473,src_ted_opendata,file_ted_0168,contract:CON-0024/lot:LOT-0025
clo_00423,con_00380,lot_00474,src_ted_opendata,file_ted_0168,contract:CON-0025/lot:LOT-0026
clo_00424,con_00381,lot_00475,src_ted_opendata,file_ted_0168,contract:CON-0026/lot:LOT-0027
clo_00425,con_00382,lot_00476,src_ted_opendata,file_ted_0168,contract:CON-0027/lot:LOT-0028
clo_00426,con_00383,lot_00477,src_ted_opendata,file_ted_0168,contract:CON-0028/lot:LOT-0029
clo_00427,con_00384,lot_00478,src_ted_opendata,file_ted_0168,contract:CON-0029/lot:LOT-0030
clo_00428,con_00385,lot_00479,src_ted_opendata,file_ted_0168,contract:CON-0030/lot:LOT-0031
clo_00429,con_00386,lot_00480,src_ted_opendata,file_ted_0168,contract:CON-0031/lot:LOT-0032
clo_00430,con_00387,lot_00481,src_ted_opendata,file_ted_0169,contract:CON-0001/lot:LOT-0001
clo_00431,con_00388,lot_00482,src_ted_opendata,file_ted_0169,contract:CON-0002/lot:LOT-0002
clo_00432,con_00389,lot_00483,src_ted_opendata,file_ted_0169,contract:CON-0003/lot:LOT-0003
clo_00433,con_00390,lot_00484,src_ted_opendata,file_ted_0170,contract:CON-0029/lot:LOT-0001
clo_00434,con_00391,lot_00488,src_ted_opendata,file_ted_0170,contract:CON-0027/lot:LOT-0005
clo_00435,con_00392,lot_00489,src_ted_opendata,file_ted_0170,contract:CON-0025/lot:LOT-0006
clo_00436,con_00393,lot_00486,src_ted_opendata,file_ted_0170,contract:CON-0019/lot:LOT-0003
clo_00437,con_00394,lot_00485,src_ted_opendata,file_ted_0170,contract:CON-0020/lot:LOT-0002
clo_00438,con_00395,lot_00487,src_ted_opendata,file_ted_0170,contract:CON-0021/lot:LOT-0004
clo_00439,con_00396,lot_00485,src_ted_opendata,file_ted_0170,contract:CON-0022/lot:LOT-0002
clo_00440,con_00397,lot_00484,src_ted_opendata,file_ted_0170,contract:CON-0023/lot:LOT-0001
clo_00441,con_00398,lot_00488,src_ted_opendata,file_ted_0170,contract:CON-0016/lot:LOT-0005
clo_00442,con_00399,lot_00491,src_ted_opendata,file_ted_0170,contract:CON-0017/lot:LOT-0008
clo_00443,con_00400,lot_00489,src_ted_opendata,file_ted_0170,contract:CON-0018/lot:LOT-0006
clo_00444,con_00401,lot_00490,src_ted_opendata,file_ted_0170,contract:CON-0014/lot:LOT-0007
clo_00445,con_00402,lot_00491,src_ted_opendata,file_ted_0170,contract:CON-0015/lot:LOT-0008
clo_00446,con_00403,lot_00489,src_ted_opendata,file_ted_0170,contract:CON-0006/lot:LOT-0006
clo_00447,con_00404,lot_00486,src_ted_opendata,file_ted_0170,contract:CON-0001/lot:LOT-0003
clo_00448,con_00405,lot_00484,src_ted_opendata,file_ted_0170,contract:CON-0002/lot:LOT-0001
clo_00449,con_00406,lot_00489,src_ted_opendata,file_ted_0170,contract:CON-0003/lot:LOT-0006
clo_00450,con_00407,lot_00487,src_ted_opendata,file_ted_0170,contract:CON-0004/lot:LOT-0004
clo_00451,con_00408,lot_00485,src_ted_opendata,file_ted_0170,contract:CON-0005/lot:LOT-0002
clo_00452,con_00409,lot_00487,src_ted_opendata,file_ted_0170,contract:CON-0007/lot:LOT-0004
clo_00453,con_00410,lot_00486,src_ted_opendata,file_ted_0170,contract:CON-0009/lot:LOT-0003
clo_00454,con_00411,lot_00484,src_ted_opendata,file_ted_0170,contract:CON-0010/lot:LOT-0001
clo_00455,con_00412,lot_00484,src_ted_opendata,file_ted_0170,contract:CON-0011/lot:LOT-0001
clo_00456,con_00413,lot_00485,src_ted_opendata,file_ted_0170,contract:CON-0012/lot:LOT-0002
clo_00457,con_00414,lot_00488,src_ted_opendata,file_ted_0170,contract:CON-0013/lot:LOT-0005
clo_00458,con_00415,lot_00487,src_ted_opendata,file_ted_0170,contract:CON-0024/lot:LOT-0004
clo_00459,con_00416,lot_00490,src_ted_opendata,file_ted_0170,contract:CON-0026/lot:LOT-0007
clo_00460,con_00417,lot_00491,src_ted_opendata,file_ted_0170,contract:CON-0028/lot:LOT-0008
clo_00461,con_00418,lot_00492,src_ted_opendata,file_ted_0171,contract:CON-0001/lot:LOT-0000
clo_00462,con_00419,lot_00493,src_ted_opendata,file_ted_0172,contract:CON-0001/lot:LOT-0001
clo_00463,con_00420,lot_00494,src_ted_opendata,file_ted_0173,contract:CON-0000/lot:LOT-0000
clo_00464,con_00421,lot_00495,src_ted_opendata,file_ted_0174,contract:CON-0001/lot:LOT-0001
clo_00465,con_00422,lot_00496,src_ted_opendata,file_ted_0174,contract:CON-0002/lot:LOT-0003
clo_00466,con_00423,lot_00498,src_ted_opendata,file_ted_0176,contract:CON-0001/lot:LOT-0001
clo_00467,con_00424,lot_00499,src_ted_opendata,file_ted_0177,contract:CON-0001/lot:LOT-0000
clo_00468,con_00425,lot_00500,src_ted_opendata,file_ted_0178,contract:CON-0001/lot:LOT-0001
clo_00469,con_00426,lot_00501,src_ted_opendata,file_ted_0179,contract:CON-0001/lot:LOT-0001
clo_00470,con_00427,lot_00502,src_ted_opendata,file_ted_0180,contract:CON-0000/lot:LOT-0000
clo_00471,con_00428,lot_00503,src_ted_opendata,file_ted_0181,contract:CON-0001/lot:LOT-0001
clo_00472,con_00429,lot_00504,src_ted_opendata,file_ted_0182,contract:CON-0001/lot:LOT-0000
clo_00473,con_00430,lot_00506,src_ted_opendata,file_ted_0183,contract:CON-0001/lot:LOT-0002
clo_00474,con_00431,lot_00505,src_ted_opendata,file_ted_0183,contract:CON-0002/lot:LOT-0001
clo_00475,con_00432,lot_00507,src_ted_opendata,file_ted_0183,contract:CON-0003/lot:LOT-0003
clo_00476,con_00433,lot_00508,src_ted_opendata,file_ted_0183,contract:CON-0004/lot:LOT-0004
clo_00477,con_00434,lot_00509,src_ted_opendata,file_ted_0183,contract:CON-0005/lot:LOT-0005
clo_00478,con_00435,lot_00516,src_ted_opendata,file_ted_0184,contract:CON-0001/lot:LOT-0016
clo_00479,con_00435,lot_00518,src_ted_opendata,file_ted_0184,contract:CON-0001/lot:LOT-0019
clo_00480,con_00435,lot_00519,src_ted_opendata,file_ted_0184,contract:CON-0001/lot:LOT-0021
clo_00481,con_00435,lot_00520,src_ted_opendata,file_ted_0184,contract:CON-0001/lot:LOT-0022
clo_00482,con_00435,lot_00525,src_ted_opendata,file_ted_0184,contract:CON-0001/lot:LOT-0043
clo_00483,con_00436,lot_00521,src_ted_opendata,file_ted_0184,contract:CON-0002/lot:LOT-0023
clo_00484,con_00436,lot_00523,src_ted_opendata,file_ted_0184,contract:CON-0002/lot:LOT-0037
clo_00485,con_00436,lot_00528,src_ted_opendata,file_ted_0184,contract:CON-0002/lot:LOT-0047
clo_00486,con_00436,lot_00529,src_ted_opendata,file_ted_0184,contract:CON-0002/lot:LOT-0049
clo_00487,con_00436,lot_00530,src_ted_opendata,file_ted_0184,contract:CON-0002/lot:LOT-0050
clo_00488,con_00437,lot_00511,src_ted_opendata,file_ted_0184,contract:CON-0003/lot:LOT-0003
clo_00489,con_00438,lot_00513,src_ted_opendata,file_ted_0184,contract:CON-0004/lot:LOT-0010
clo_00490,con_00438,lot_00514,src_ted_opendata,file_ted_0184,contract:CON-0004/lot:LOT-0013
clo_00491,con_00438,lot_00515,src_ted_opendata,file_ted_0184,contract:CON-0004/lot:LOT-0014
clo_00492,con_00438,lot_00517,src_ted_opendata,file_ted_0184,contract:CON-0004/lot:LOT-0018
clo_00493,con_00438,lot_00524,src_ted_opendata,file_ted_0184,contract:CON-0004/lot:LOT-0041
clo_00494,con_00438,lot_00527,src_ted_opendata,file_ted_0184,contract:CON-0004/lot:LOT-0045
clo_00495,con_00439,lot_00510,src_ted_opendata,file_ted_0184,contract:CON-0005/lot:LOT-0002
clo_00496,con_00439,lot_00512,src_ted_opendata,file_ted_0184,contract:CON-0005/lot:LOT-0007
clo_00497,con_00439,lot_00522,src_ted_opendata,file_ted_0184,contract:CON-0005/lot:LOT-0030
clo_00498,con_00439,lot_00526,src_ted_opendata,file_ted_0184,contract:CON-0005/lot:LOT-0044
clo_00499,con_00440,lot_00531,src_ted_opendata,file_ted_0185,contract:CON-0001/lot:LOT-0000
clo_00500,con_00441,lot_00532,src_ted_opendata,file_ted_0186,contract:CON-0001/lot:LOT-0001
clo_00501,con_00442,lot_00533,src_ted_opendata,file_ted_0187,contract:CON-0001/lot:LOT-0001
clo_00502,con_00443,lot_00534,src_ted_opendata,file_ted_0188,contract:CON-0001/lot:LOT-0000
clo_00503,con_00444,lot_00535,src_ted_opendata,file_ted_0189,contract:CON-0001/lot:LOT-0001
clo_00504,con_00445,lot_00537,src_ted_opendata,file_ted_0190,contract:CON-0001/lot:LOT-0000
clo_00505,con_00446,lot_00538,src_ted_opendata,file_ted_0191,contract:CON-0001/lot:LOT-0000
clo_00506,con_00447,lot_00539,src_ted_opendata,file_ted_0192,contract:CON-0001/lot:LOT-0005
clo_00507,con_00448,lot_00540,src_ted_opendata,file_ted_0193,contract:CON-0001/lot:LOT-0001
clo_00508,con_00449,lot_00542,src_ted_opendata,file_ted_0193,contract:CON-0002/lot:LOT-0004
clo_00509,con_00450,lot_00543,src_ted_opendata,file_ted_0193,contract:CON-0003/lot:LOT-0005
clo_00510,con_00451,lot_00544,src_ted_opendata,file_ted_0193,contract:CON-0004/lot:LOT-0006
clo_00511,con_00452,lot_00545,src_ted_opendata,file_ted_0194,contract:CON-0001/lot:LOT-0001
clo_00512,con_00453,lot_00546,src_ted_opendata,file_ted_0194,contract:CON-0002/lot:LOT-0002
clo_00513,con_00454,lot_00547,src_ted_opendata,file_ted_0194,contract:CON-0003/lot:LOT-0003
clo_00514,con_00455,lot_00548,src_ted_opendata,file_ted_0195,contract:CON-0001/lot:LOT-0001
clo_00515,con_00456,lot_00549,src_ted_opendata,file_ted_0195,contract:CON-0002/lot:LOT-0002
clo_00516,con_00457,lot_00550,src_ted_opendata,file_ted_0195,contract:CON-0003/lot:LOT-0003
clo_00517,con_00458,lot_00551,src_ted_opendata,file_ted_0195,contract:CON-0004/lot:LOT-0004
clo_00518,con_00459,lot_00552,src_ted_opendata,file_ted_0195,contract:CON-0005/lot:LOT-0005
clo_00519,con_00460,lot_00553,src_ted_opendata,file_ted_0195,contract:CON-0006/lot:LOT-0006
clo_00520,con_00461,lot_00554,src_ted_opendata,file_ted_0195,contract:CON-0007/lot:LOT-0007
clo_00521,con_00462,lot_00556,src_ted_opendata,file_ted_0196,contract:CON-0001/lot:LOT-0005
clo_00522,con_00463,lot_00558,src_ted_opendata,file_ted_0197,contract:CON-0001/lot:LOT-0001
clo_00523,con_00464,lot_00559,src_ted_opendata,file_ted_0198,contract:CON-0001/lot:LOT-0001
clo_00524,con_00465,lot_00559,src_ted_opendata,file_ted_0198,contract:CON-0002/lot:LOT-0001
clo_00525,con_00466,lot_00559,src_ted_opendata,file_ted_0198,contract:CON-0003/lot:LOT-0001
