dictionary_id,file_path,column_name,column_type,nullable,description,unit,currency_semantics,allowed_values,source_field_name,transformation_applied,foreign_key_target,notes
dd_0186,metadata/sources.csv,source_domain,string,false,Source domain. Meaning not explicitly documented in the source.,,,,source_domain,See validation/transformation_log.csv where applicable.,,
dd_0187,metadata/sources.csv,source_type,string,false,Source type. Meaning not explicitly documented in the source.,,,,source_type,See validation/transformation_log.csv where applicable.,,
dd_0188,metadata/sources.csv,official_source,string,false,Official source. Meaning not explicitly documented in the source.,,,,official_source,See validation/transformation_log.csv where applicable.,,
dd_0189,metadata/sources.csv,publication_date,date,true,Publication date. Meaning not explicitly documented in the source.,,,,publication_date,See validation/transformation_log.csv where applicable.,,
dd_0190,metadata/sources.csv,updated_date,date,true,Updated date. Meaning not explicitly documented in the source.,,,,updated_date,See validation/transformation_log.csv where applicable.,,
dd_0191,metadata/sources.csv,accessed_at,date,false,Accessed at. Meaning not explicitly documented in the source.,,,,accessed_at,See validation/transformation_log.csv where applicable.,,
dd_0192,metadata/sources.csv,license_name,string,false,License name. Meaning not explicitly documented in the source.,,,,license_name,See validation/transformation_log.csv where applicable.,,
dd_0193,metadata/sources.csv,license_url,string,false,License url. Meaning not explicitly documented in the source.,,,,license_url,See validation/transformation_log.csv where applicable.,,
dd_0194,metadata/sources.csv,redistribution_allowed,string,false,Redistribution allowed. Meaning not explicitly documented in the source.,,,,redistribution_allowed,See validation/transformation_log.csv where applicable.,,
dd_0195,metadata/sources.csv,source_language,string,false,Source language. Meaning not explicitly documented in the source.,,,,source_language,See validation/transformation_log.csv where applicable.,,
dd_0196,metadata/sources.csv,description,string,false,Description. Meaning not explicitly documented in the source.,,,,description,See validation/transformation_log.csv where applicable.,,
dd_0197,metadata/sources.csv,limitations,string,false,"Known scope, source or interpretation constraints.",,,,limitations,See validation/transformation_log.csv where applicable.,,
dd_0198,metadata/file_registry.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0199,metadata/file_registry.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0200,metadata/file_registry.csv,original_file_name,string,false,Original file name. Meaning not explicitly documented in the source.,,,,original_file_name,See validation/transformation_log.csv where applicable.,,
dd_0201,metadata/file_registry.csv,stored_file_path,string,false,Stored file path. Meaning not explicitly documented in the source.,,,,stored_file_path,See validation/transformation_log.csv where applicable.,,
dd_0202,metadata/file_registry.csv,file_format,string,false,File format. Meaning not explicitly documented in the source.,,,,file_format,See validation/transformation_log.csv where applicable.,,
dd_0203,metadata/file_registry.csv,mime_type,string,false,Mime type. Meaning not explicitly documented in the source.,,,,mime_type,See validation/transformation_log.csv where applicable.,,
dd_0204,metadata/file_registry.csv,file_size_bytes,number,false,File size bytes. Meaning not explicitly documented in the source.,,,,file_size_bytes,See validation/transformation_log.csv where applicable.,,
dd_0205,metadata/file_registry.csv,sha256,string,false,SHA-256 checksum of the file.,,,,sha256,See validation/transformation_log.csv where applicable.,,
dd_0206,metadata/file_registry.csv,downloaded_at,date,false,Downloaded at. Meaning not explicitly documented in the source.,,,,downloaded_at,See validation/transformation_log.csv where applicable.,,
dd_0207,metadata/file_registry.csv,record_count,number,false,"Number of data records, excluding the header.",,,,record_count,See validation/transformation_log.csv where applicable.,,
dd_0208,metadata/file_registry.csv,column_count,number,true,Column count. Meaning not explicitly documented in the source.,,,,column_count,See validation/transformation_log.csv where applicable.,,
dd_0209,metadata/file_registry.csv,encoding,string,false,Encoding. Meaning not explicitly documented in the source.,,,,encoding,See validation/transformation_log.csv where applicable.,,
dd_0210,metadata/file_registry.csv,delimiter,string,true,Delimiter. Meaning not explicitly documented in the source.,,,,delimiter,See validation/transformation_log.csv where applicable.,,
dd_0211,metadata/file_registry.csv,license_status,string,false,License status. Meaning not explicitly documented in the source.,,,,license_status,See validation/transformation_log.csv where applicable.,,
dd_0212,metadata/subset_registry.csv,subset_id,string,false,Subset id. Meaning not explicitly documented in the source.,,,,subset_id,See validation/transformation_log.csv where applicable.,,
dd_0213,metadata/subset_registry.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0214,metadata/subset_registry.csv,source_file_id,string,true,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0215,metadata/subset_registry.csv,original_record_count,string,false,Original record count. Meaning not explicitly documented in the source.,,,,original_record_count,See validation/transformation_log.csv where applicable.,,
dd_0216,metadata/subset_registry.csv,final_record_count,string,false,Final record count. Meaning not explicitly documented in the source.,,,,final_record_count,See validation/transformation_log.csv where applicable.,,
dd_0217,metadata/subset_registry.csv,selection_method,string,false,Selection method. Meaning not explicitly documented in the source.,,,,selection_method,See validation/transformation_log.csv where applicable.,,
dd_0218,metadata/subset_registry.csv,selection_criteria,string,false,Selection criteria. Meaning not explicitly documented in the source.,,,,selection_criteria,See validation/transformation_log.csv where applicable.,,
dd_0219,metadata/subset_registry.csv,random_seed,string,true,Random seed. Meaning not explicitly documented in the source.,,,,random_seed,See validation/transformation_log.csv where applicable.,,
dd_0220,metadata/subset_registry.csv,date_range_start,string,false,Date range start. Meaning not explicitly documented in the source.,,,,date_range_start,See validation/transformation_log.csv where applicable.,,
dd_0221,metadata/subset_registry.csv,date_range_end,string,false,Date range end. Meaning not explicitly documented in the source.,,,,date_range_end,See validation/transformation_log.csv where applicable.,,
dd_0222,metadata/subset_registry.csv,country_filter,string,true,Country filter. Meaning not explicitly documented in the source.,,,,country_filter,See validation/transformation_log.csv where applicable.,,
dd_0223,metadata/subset_registry.csv,category_filter,string,true,Category filter. Meaning not explicitly documented in the source.,,,,category_filter,See validation/transformation_log.csv where applicable.,,
dd_0224,metadata/subset_registry.csv,created_at,string,false,Created at. Meaning not explicitly documented in the source.,,,,created_at,See validation/transformation_log.csv where applicable.,,
dd_0225,metadata/subset_registry.csv,limitations,string,false,"Known scope, source or interpretation constraints.",,,,limitations,See validation/transformation_log.csv where applicable.,,
dd_0226,metadata/world_bank_subset_registry.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0227,metadata/world_bank_subset_registry.csv,dataset_id,string,false,Dataset id. Meaning not explicitly documented in the source.,,,,dataset_id,See validation/transformation_log.csv where applicable.,,
dd_0228,metadata/world_bank_subset_registry.csv,selection_rule,string,false,Selection rule. Meaning not explicitly documented in the source.,,,,selection_rule,See validation/transformation_log.csv where applicable.,,
dd_0229,metadata/world_bank_subset_registry.csv,raw_records_total,string,false,Raw records total. Meaning not explicitly documented in the source.,,,,raw_records_total,See validation/transformation_log.csv where applicable.,,
dd_0230,metadata/world_bank_subset_registry.csv,records_selected,string,false,Records selected. Meaning not explicitly documented in the source.,,,,records_selected,See validation/transformation_log.csv where applicable.,,
dd_0231,metadata/world_bank_subset_registry.csv,unique_contracts,string,false,Unique contracts. Meaning not explicitly documented in the source.,,,,unique_contracts,See validation/transformation_log.csv where applicable.,,
dd_0232,metadata/world_bank_subset_registry.csv,unique_suppliers,string,false,Unique suppliers. Meaning not explicitly documented in the source.,,,,unique_suppliers,See validation/transformation_log.csv where applicable.,,
dd_0233,metadata/world_bank_subset_registry.csv,unique_projects,string,false,Unique projects. Meaning not explicitly documented in the source.,,,,unique_projects,See validation/transformation_log.csv where applicable.,,
dd_0234,metadata/world_bank_subset_registry.csv,multi_supplier_contracts,string,false,Multi supplier contracts. Meaning not explicitly documented in the source.,,,,multi_supplier_contracts,See validation/transformation_log.csv where applicable.,,
dd_0235,metadata/world_bank_subset_registry.csv,currency,string,false,Currency. Meaning not explicitly documented in the source.,,,,currency,See validation/transformation_log.csv where applicable.,,
dd_0236,metadata/world_bank_subset_registry.csv,download_url,string,false,Download url. Meaning not explicitly documented in the source.,,,,download_url,See validation/transformation_log.csv where applicable.,,
dd_0237,metadata/world_bank_subset_registry.csv,dataset_url,string,false,Dataset url. Meaning not explicitly documented in the source.,,,,dataset_url,See validation/transformation_log.csv where applicable.,,
dd_0238,metadata/world_bank_subset_registry.csv,accessed_at,date,false,Accessed at. Meaning not explicitly documented in the source.,,,,accessed_at,See validation/transformation_log.csv where applicable.,,
dd_0239,metadata/document_index.csv,document_id,string,false,Canonical document identifier.,,,,document_id,See validation/transformation_log.csv where applicable.,,
dd_0240,metadata/document_index.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0241,metadata/document_index.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0242,metadata/document_index.csv,document_title,string,false,Document title. Meaning not explicitly documented in the source.,,,,document_title,See validation/transformation_log.csv where applicable.,,
dd_0243,metadata/document_index.csv,organization,string,false,Organization. Meaning not explicitly documented in the source.,,,,organization,See validation/transformation_log.csv where applicable.,,
dd_0244,metadata/document_index.csv,document_date,date,false,Document date. Meaning not explicitly documented in the source.,,,,document_date,See validation/transformation_log.csv where applicable.,,
dd_0245,metadata/document_index.csv,topic,string,false,Topic. Meaning not explicitly documented in the source.,,,,topic,See validation/transformation_log.csv where applicable.,,
dd_0246,metadata/document_index.csv,description,string,false,Description. Meaning not explicitly documented in the source.,,,,description,See validation/transformation_log.csv where applicable.,,
dd_0247,metadata/document_index.csv,covered_topics,string,false,Covered topics. Meaning not explicitly documented in the source.,,,,covered_topics,See validation/transformation_log.csv where applicable.,,
dd_0248,metadata/document_index.csv,supported_questions,string,false,Supported questions. Meaning not explicitly documented in the source.,,,,supported_questions,See validation/transformation_log.csv where applicable.,,
dd_0249,metadata/document_index.csv,original_pdf_path,string,false,Unchanged official PDF path when retention is permitted.,,,,original_pdf_path,See validation/transformation_log.csv where applicable.,,
dd_0250,metadata/document_index.csv,normalized_pdf_path,string,false,"Normalized paraphrase PDF path, not a replacement for the original.",,,,normalized_pdf_path,See validation/transformation_log.csv where applicable.,,
dd_0251,metadata/document_index.csv,language_code,string,false,Language code. Meaning not explicitly documented in the source.,,,,language_code,See validation/transformation_log.csv where applicable.,,
dd_0252,metadata/document_index.csv,limitations,string,false,"Known scope, source or interpretation constraints.",,,,limitations,See validation/transformation_log.csv where applicable.,,
dd_0253,metadata/relationship_catalog.csv,relationship_id,string,false,Relationship id. Meaning not explicitly documented in the source.,,,,relationship_id,See validation/transformation_log.csv where applicable.,,
dd_0254,metadata/relationship_catalog.csv,left_entity,string,false,Left entity. Meaning not explicitly documented in the source.,,,,left_entity,See validation/transformation_log.csv where applicable.,,
dd_0255,metadata/relationship_catalog.csv,right_entity,string,false,Right entity. Meaning not explicitly documented in the source.,,,,right_entity,See validation/transformation_log.csv where applicable.,,
dd_0256,metadata/relationship_catalog.csv,relationship_type,string,false,Relationship type. Meaning not explicitly documented in the source.,,,,relationship_type,See validation/transformation_log.csv where applicable.,,
dd_0257,metadata/relationship_catalog.csv,bridge_file,string,false,Bridge file. Meaning not explicitly documented in the source.,,,,bridge_file,See validation/transformation_log.csv where applicable.,,
dd_0258,metadata/relationship_catalog.csv,left_key,string,true,Left key. Meaning not explicitly documented in the source.,,,,left_key,See validation/transformation_log.csv where applicable.,,
dd_0259,metadata/relationship_catalog.csv,right_key,string,true,Right key. Meaning not explicitly documented in the source.,,,,right_key,See validation/transformation_log.csv where applicable.,,
dd_0260,metadata/relationship_catalog.csv,source_support,string,false,Source support. Meaning not explicitly documented in the source.,,,,source_support,See validation/transformation_log.csv where applicable.,,
dd_0261,metadata/relationship_catalog.csv,cardinality,string,false,Cardinality. Meaning not explicitly documented in the source.,,,,cardinality,See validation/transformation_log.csv where applicable.,,
dd_0262,metadata/relationship_catalog.csv,limitations,string,false,"Known scope, source or interpretation constraints.",,,,limitations,See validation/transformation_log.csv where applicable.,,
dd_0263,metadata/entity_index.csv,entity_id,string,false,Entity id. Meaning not explicitly documented in the source.,,,,entity_id,See validation/transformation_log.csv where applicable.,,
dd_0264,metadata/entity_index.csv,file_path,string,false,Path relative to the package root.,,,,file_path,See validation/transformation_log.csv where applicable.,,
dd_0265,metadata/entity_index.csv,primary_key,string,false,Primary key. Meaning not explicitly documented in the source.,,,,primary_key,See validation/transformation_log.csv where applicable.,,
dd_0266,metadata/entity_index.csv,record_count,number,false,"Number of data records, excluding the header.",,,,record_count,See validation/transformation_log.csv where applicable.,,
dd_0267,metadata/entity_index.csv,source_ids,string,false,Source ids. Meaning not explicitly documented in the source.,,,,source_ids,See validation/transformation_log.csv where applicable.,,
dd_0268,metadata/entity_index.csv,description,string,false,Description. Meaning not explicitly documented in the source.,,,,description,See validation/transformation_log.csv where applicable.,,
dd_0269,metadata/entity_index.csv,limitations,string,false,"Known scope, source or interpretation constraints.",,,,limitations,See validation/transformation_log.csv where applicable.,,
